<h>
US	PP	us
initial	JJ	initial
deployment	NN	deployment
of	IN	of
the	DT	the
JLOTS	NP	<unknown>
systems	NNS	system
,	,	,
forcing	VBG	force
the	DT	the
U.S.	NP	U.S.
military	NN	military
to	TO	to
eventually	RB	eventually
set	VB	set
it	PP	it
up	RP	up
in	IN	in
calmer	JJR	calm
seas	NNS	sea
off	RP	off
of	IN	of
Ashdod	NP	Ashdod
,	,	,
Israel	NP	Israel
,	,	,
before	IN	before
moving	VBG	move
it	PP	it
down	RP	down
to	TO	to
waters	NNS	water
off	IN	off
of	IN	of
Gaza	NP	Gaza
.	SENT	.
<p>
It	PP	it
is	VBZ	be
unclear	JJ	unclear
whether	IN	whether
this	DT	this
latest	JJS	late
setback	NN	setback
will	MD	will
lead	VB	lead
to	TO	to
consideration	NN	consideration
of	IN	of
other	JJ	other
alternative	JJ	alternative
ways	NNS	way
of	IN	of
transporting	VBG	transport
the	DT	the
aid	NN	aid
from	IN	from
Cyprus	NP	Cyprus
into	IN	into
Gaza	NP	Gaza
though	IN	though
Singh	NP	Singh
said	VBD	say
that	IN	that
while	IN	while
the	DT	the
pier	NN	pier
is	VBZ	be
being	VBG	be
rebuilt	VBD	rebuild
aid	NN	aid
from	IN	from
Cyprus	NP	Cyprus
will	MD	will
be	VB	be
stockpiled	VBN	stockpile
onto	IN	onto
a	DT	a
U.S.	NP	U.S.
ship	NN	ship
offshore	RB	offshore
so	RB	so
it	PP	it
can	MD	can
be	VB	be
quickly	RB	quickly
transported	VBN	transport
to	TO	to
Gaza	NP	Gaza
via	IN	via
JLOTS	NP	<unknown>
once	IN	once
it	PP	it
is	VBZ	be
operational	JJ	operational
in	IN	in
a	DT	a
week	NN	week
'	POS	'
s	NN	S
time	NN	time
.	SENT	.
<p>
The	DT	the
JLOTS	NP	<unknown>
system	NN	system
is	VBZ	be
expected	VBN	expect
to	TO	to
cost	VB	cost
$320	JJ	<unknown>
million	CD	million
for	IN	for
three	CD	three
months	NNS	month
of	IN	of
operation	NN	operation
,	,	,
but	CC	but
Singh	NP	Singh
said	VBD	say
the	DT	the
Pentagon	NP	Pentagon
had	VBD	have
not	RB	not
put	VBN	put
"	``	"
an	DT	an
end	NN	end
date	NN	date
"	''	"
on	IN	on
how	WRB	how
long	JJ	long
it	PP	it
would	MD	would
be	VB	be
operational	JJ	operational
off	RB	off
of	IN	of
Gaza	NP	Gaza
.	SENT	.
<p>
"	``	"
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
continue	VB	continue
to	TO	to
operate	VB	operate
this	DT	this
temporary	JJ	temporary
pier	NN	pier
for	IN	for
as	RB	as
long	JJ	long
as	IN	as
we	PP	we
can	MD	can
in	IN	in
terms	NNS	term
of	IN	of
other	JJ	other
routes	NNS	route
or	CC	or
ways	NNS	way
for	IN	for
the	DT	the
aid	NN	aid
to	TO	to
get	VB	get
in	IN	in
,	,	,
"	''	"
said	VBD	say
Singh	NP	Singh
.	SENT	.
