Dependent	Source	DF	SS	MS	FValue	ProbF
fac1	Model	43	82093.1033	1909.1419	87.83	<.0001
fac1	Error	26484	575657.3141	21.7360	_	_
fac1	Corrected Total	26527	657750.4174	_	_	_
