Dependent	Source	DF	SS	MS	FValue	ProbF
fac4	Model	43	103806.0003	2414.0930	105.83	<.0001
fac4	Error	26484	604128.3441	22.8111	_	_
fac4	Corrected Total	26527	707934.3444	_	_	_
