Dependent	Source	DF	SS	MS	FValue	ProbF
fac2	Model	43	46948.893	1091.835	26.90	<.0001
fac2	Error	26484	1075006.218	40.591	_	_
fac2	Corrected Total	26527	1121955.111	_	_	_
