_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,loaded,factor,pole
v000192,0.1543047171,0.0401520118,-0.151155686,-0.106761343,0.0532770389,-0.085740868,0.2428106068,-0.168819005,-0.384165814,1,fac9,-1
v000193,-0.127577458,-0.072798065,-0.156778227,0.0465560821,-0.054348921,0.0162092059,0.0295693005,-0.434640464,0.1024791575,1,fac8,-1
v000194,-0.003364458,-0.081851883,0.0431568555,0.2367569869,0.0795584706,0.0022278632,0.0894047653,0.0362119614,-0.05455933,0,,
v000195,0.7696205188,0.0485974242,-0.117930788,-0.075210364,0.2503460895,0.0024972408,-0.00946526,-0.186254453,0.0622610139,1,fac1,1
v000196,0.21288668,-0.02486973,-0.133721151,-0.010503123,0.0871817075,-0.028710382,0.0941104899,-0.013798264,0.1323819528,0,,
v000197,0.0020248513,-0.128726035,0.3008236374,0.0068834685,0.0449168674,0.0324582626,0.6050727243,-0.070653743,0.1056411096,1,fac7,1
v000198,-0.169854328,-0.230204148,0.104428745,-0.411427163,-0.0115453,-0.31197384,0.657045187,0.2005501978,0.3874776934,1,fac7,1
v000199,-0.161586558,0.0016190193,0.0830090226,-0.075641902,0.2809002023,0.3674813952,0.0980800205,0.2878528153,0.006412761,1,fac6,1
v000200,-0.030243861,-0.308995396,0.6544564556,-0.054743955,0.4278633175,-0.058563705,-0.067443197,-0.072746851,-0.023287733,1,fac3,1
v000201,0.4947146396,-0.355162661,0.1487777084,-0.152170302,0.2439815134,0.4558134804,-0.270857258,-0.179943484,0.0877706963,1,fac1,1
v000202,0.4619655321,-0.209799894,0.1904133072,-0.038869025,0.0778150077,0.2069510649,0.2166679466,-0.122235944,-0.003760822,1,fac1,1
v000203,0.1141138998,-0.174119025,0.0774897203,0.4272377725,0.1316749736,0.1311364595,0.1408528392,0.0091214338,0.0964772183,1,fac4,1
v000204,-0.011994742,0.1049246142,0.1353883923,-0.037271259,0.0521130737,0.2408777864,-0.020856979,0.2080181236,0.1146453209,0,,
v000205,0.1640345825,0.28323637,-0.076136527,-0.012135533,0.2521056601,-0.089053285,-0.07782381,0.2036114361,-0.007006522,0,,
v000206,-0.033714414,0.1826437408,0.1160250818,0.0409427777,-0.135642511,0.5020544343,-0.178240728,0.2873083345,0.075545738,1,fac6,1
v000207,-0.087371724,-0.075996963,-0.098969464,0.3328362031,0.1458242419,0.2075574641,-0.127426869,0.3041934104,0.0146040208,1,fac4,1
v000208,-0.021997471,0.0192779569,-0.081406035,-0.065995228,0.4819736623,-0.095223564,0.3410732893,0.0723665838,-0.078377868,1,fac5,1
v000209,-0.09580192,0.4483394424,-0.170587977,-0.064817987,0.0879551784,0.2817070076,0.0321603931,-0.179935041,-0.11903446,1,fac2,1
v000210,0.1302480724,0.010396456,-0.179164589,0.0728544146,0.3548754297,-0.014039057,0.122197039,0.1170732192,0.2964266051,1,fac5,1
v000211,0.1061698909,0.0393025828,-0.086949014,0.053410204,0.2859306146,-0.049287624,0.1745258531,-0.074826017,0.141653612,0,,
v000212,-0.064534814,-0.047917218,0.1873566786,-0.045376037,0.5497368723,-0.027444638,-0.032881811,0.0009431572,0.0271656001,1,fac5,1
v000213,-0.12461035,0.1418392059,0.1113038682,-0.088370088,0.0980502009,0.0715826286,0.036540255,0.3543479515,-0.126527143,1,fac8,1
v000214,0.3025095107,-0.226470348,0.0696671529,-0.170292144,0.137261138,-0.043487296,0.0234146424,-0.010690854,-0.108865508,1,fac1,1
v000215,0.0556010217,-0.041216818,0.7568982287,-0.034524482,0.1779904776,-0.129609102,-0.112755983,0.1895358883,0.1293544753,1,fac3,1
v000216,-0.085288053,0.6464973505,-0.045956411,0.0152901451,-0.231279505,-0.005839401,-0.151705136,-0.038276832,-0.035677329,1,fac2,1
v000217,0.0512938601,0.0603166694,0.0081269439,0.2248950146,0.2223171779,0.0267239939,0.152715814,0.0662038903,0.0325098802,0,,
v000218,0.0702158863,-0.166808392,0.01415552,0.1201183191,-0.057108661,-0.089086236,0.1442191972,0.0565863358,-0.2804531,0,,
v000219,0.0076534287,0.0343319538,0.1193211135,-0.081218751,0.3956716105,-0.04424899,-0.046198713,0.1595106225,-0.005402759,1,fac5,1
v000220,-0.024531429,0.151501889,-0.156830472,-0.015862413,0.0841087344,0.1237804773,0.0827874178,-0.004129379,0.1570012044,0,,
v000221,0.0338555272,0.223440305,-0.052079107,0.1138564683,-0.093489689,0.038836362,-0.140502228,-0.050903124,-0.149042996,0,,
v000222,0.4767483246,0.2356561684,-0.057608946,0.0353627256,0.0538297437,-0.010604982,-0.096477461,-0.113783989,-0.061855333,1,fac1,1
v000223,-0.113337533,0.4452928767,-0.145990264,0.1411279576,-0.035183002,0.197613645,-0.052008554,-0.006132399,0.1129038078,1,fac2,1
v000224,-0.099914837,0.1664661494,0.1265046615,0.0357889011,-0.241504453,0.1536484267,0.0422869632,0.0045431128,-0.329646655,1,fac9,-1
v000225,-0.161836813,0.0027671799,-0.092317036,0.0800009062,0.2527108576,-0.211065999,-0.07440875,0.2119815126,-0.269539392,0,,
v000226,0.8141967861,-0.245158538,-0.007486018,-0.154228192,-0.081246,0.3054240211,0.1761690284,-0.102432798,0.1943886809,1,fac1,1
v000227,0.1570883898,-0.032739282,0.012753578,-0.136562635,-0.19928622,0.1765659816,0.0335612937,0.4399733218,0.7053023077,1,fac9,1
v000228,0.1335296745,-0.384908005,-0.34076805,0.0637307771,-0.116321516,-0.219503179,0.064573514,-0.351036783,0.3754118909,1,fac2,-1
v000229,-0.249890301,-0.168266168,1.1419493588,-0.102866255,0.1961252644,-0.228722341,-0.506581974,-0.208419737,0.2321264927,1,fac3,1
v000230,-0.081428876,0.1925143676,0.114790022,0.0510980351,-0.247983417,-0.122263055,-0.006983264,0.0239442771,-0.343287859,1,fac9,-1
v000231,0.0704037104,0.3683022158,-0.081585036,0.0055708938,-0.124583068,0.0595214199,-0.166253003,0.2006126736,-0.065000203,1,fac2,1
v000232,0.6085335342,-0.187250069,-0.052425232,0.0641668611,0.08858018,-0.075173083,0.1444283394,-0.061078934,0.0196157203,1,fac1,1
v000233,0.5322001541,-0.122864655,-0.155822361,0.1439961822,0.3626707801,-0.103070094,0.1564348869,-0.034540729,0.0637362415,1,fac1,1
v000234,-0.113670985,-0.007313082,0.3029051274,0.4231972017,0.0567533432,-0.085479572,0.0726960072,-0.084725929,0.0482127835,1,fac4,1
v000235,-0.008859685,-0.106217928,-0.171309893,0.564982078,-0.210492432,-0.082514791,0.0284158139,-0.122541247,-0.107617352,1,fac4,1
v000236,0.0979539286,0.2385401547,-0.155448796,-0.081857175,-0.009142936,-0.042454192,-0.023583458,-0.044460341,-0.103257493,0,,
v000237,0.0338387738,0.1626181097,-0.194341404,0.124225434,0.0643299,-0.019780548,-0.112197581,-0.197488807,-0.177773445,0,,
v000238,-0.059338316,-0.151797303,0.020828757,0.0480305487,0.2597425815,-0.02459944,0.1636487869,-0.008702893,0.1215657904,0,,
v000239,-0.001131276,0.2791763337,-0.097862938,0.1741243846,0.1804018856,0.0893641262,0.1295689455,0.1019724133,0.0635407294,0,,
v000240,0.2806648882,0.0322031565,-0.168937783,0.0127531357,0.1511119139,0.1079416185,-0.183436468,0.0473968439,-0.035602844,0,,
v000241,-0.363361214,0.7238442698,-0.190354195,-0.162040219,0.1364644819,0.227125065,0.0424061451,-0.151625625,0.116997163,1,fac2,1
v000242,-0.123995215,-0.093262851,-0.094063806,0.1150803193,0.1828643119,-0.016207428,0.6933160578,-0.111763364,-0.118691844,1,fac7,1
v000243,-0.000444524,0.0105923021,-0.069636939,0.3541939784,0.0331530581,0.0579965848,0.1393246316,-0.034791847,0.0664142973,1,fac4,1
v000244,-0.099129283,0.4189765052,-0.204558641,0.0549718428,0.1007651417,0.2614522579,0.0236554498,-0.058801596,0.2003194245,1,fac2,1
v000245,-0.034592946,0.1839738253,-0.119743773,0.2444896616,-0.150198539,0.1335932312,0.3224316141,-0.143054547,0.3335940121,1,fac9,1
v000246,-0.089404586,-0.017892688,0.0906076368,0.1746813711,0.0739915443,0.0336811068,0.1558551541,-0.122403009,0.0112536622,0,,
v000247,-0.098330162,-0.118415565,0.1233225994,0.0534660074,-0.036533991,-0.107650286,0.8051361914,0.0038717568,0.0010200265,1,fac7,1
v000248,-0.068079963,-0.213302659,0.0834099221,0.0209992073,0.1167478032,-0.061595817,0.5650841654,-0.010177009,-0.041919404,1,fac7,1
v000249,-0.021869153,-0.071854657,0.5854937416,0.0084952362,-0.133738439,0.0277680257,0.1805864678,-0.014560518,-0.164984763,1,fac3,1
v000250,-0.035579382,-0.033763606,0.5839483838,0.0649892323,-0.141269129,-0.010376928,0.1627500565,-0.035600156,-0.201558772,1,fac3,1
v000251,0.0945086312,0.2219610872,-0.181807908,-0.199010396,0.5390308475,-0.422682518,-0.082535927,-0.225657619,-0.072480869,1,fac5,1
v000252,-0.152107808,-0.206555296,0.692391267,0.1677903554,0.1512110249,0.2681794674,-0.419639094,0.2343464476,-0.062093571,1,fac3,1
v000253,-0.166157224,-0.154434175,0.6670705475,-0.006680903,0.2335065145,0.2031457494,-0.301458851,0.3023251055,0.0260251758,1,fac3,1
v000254,-0.329446148,0.7495843537,-0.205623893,-0.003217198,0.0740842896,0.0828241522,-0.425488898,0.0710803092,0.131980914,1,fac2,1
v000255,-0.035955263,0.0843725642,0.490990558,0.1068042066,0.1130547611,0.1494310457,-0.394592547,-0.006426672,-0.200616755,1,fac3,1
v000256,-0.030988917,0.0737192333,0.131518461,0.4647812831,-0.007727527,0.00918628,-0.360999311,0.0579427597,-0.176685655,1,fac4,1
v000257,-0.064600873,0.0710943227,0.617591004,0.05186029,0.2657098539,0.1600676514,-0.481061885,0.0629051177,-0.070441344,1,fac3,1
v000258,0.6460943871,0.2476157475,-0.195148265,-0.328201439,-0.250594266,-0.228020639,-0.112505935,0.1510759583,-0.077233679,1,fac1,1
v000259,0.6372998627,-0.176077589,-0.425830193,-0.545529659,-0.172929085,-0.364384227,-0.22357621,0.0525598686,-0.167939513,1,fac1,1
v000260,0.3870123843,0.1210999245,0.0206668804,-0.134175783,-0.240207798,0.0096139818,-0.12493683,0.1998153704,-0.213574811,1,fac1,1
v000261,-0.077145531,0.2202492735,0.0941404471,-0.061169839,0.0131154505,-0.036679224,-0.001297471,0.0482777246,-0.039909887,0,,
v000262,-0.348778524,-0.233570123,-0.358465529,-0.540997822,-0.343421906,-0.366419687,-0.194012369,0.0480784814,1.20937483,1,fac9,1
v000263,-0.053523968,0.0321298782,-0.281701005,0.5874186661,-0.007165717,0.0556671176,-0.199010172,0.350123237,0.0947035593,1,fac4,1
v000264,0.1191616676,0.344752431,0.1148999645,0.2033249152,-0.069870412,0.305234472,0.0503555254,-0.238064702,0.2645837279,1,fac2,1
v000265,-0.124746131,0.1788727306,0.1064909503,-0.140652484,0.0202999666,-0.271616871,0.0333571647,-0.178704812,-0.345991272,1,fac9,-1
v000266,-0.037021489,0.1419616779,0.101266941,-0.177347306,0.1566092654,-0.025693876,0.1474457334,0.2669010149,-0.083809279,0,,
v000267,-0.088440644,0.3090222813,-0.194515937,0.1446743283,0.0888265271,-0.064957867,-0.086333115,0.4135734088,0.1375773843,1,fac8,1
v000268,-0.108700402,-0.126863331,-0.056811896,-0.042971356,0.0565413281,0.4577860265,0.0999009689,0.3368393611,-0.111807258,1,fac6,1
v000269,0.0540606126,0.2971246316,-0.049927776,0.0884940127,-0.022749276,0.038422396,0.0646290562,-0.098129201,-0.150222762,0,,
v000270,-0.214820253,-0.097816323,-0.071665744,-0.188638553,0.3189522427,-0.119341313,0.0561434221,-0.16006144,-0.08651111,1,fac5,1
v000271,-0.119444971,0.3955863563,-0.041192132,-0.144323832,-0.011561857,0.3796835569,-0.09324294,0.0717301082,-0.068568478,1,fac2,1
v000272,-0.150830463,0.4187032413,-0.245616,-0.003431318,0.0456039457,0.3825475351,-0.19615767,0.2047388369,0.016526004,1,fac2,1
v000273,0.1018745152,0.1494609374,0.4061106951,-0.033869518,0.0719914254,-0.042196603,-0.061710609,-0.088275922,-0.093640058,1,fac3,1
v000274,-0.24748204,-0.17179436,0.8174557963,-0.14073586,0.0300857577,-0.066434845,0.2083652063,0.0748766207,-0.130221836,1,fac3,1
v000275,-0.218286842,-0.1982805,0.5387046664,-0.257867968,0.1902054751,0.0711862222,0.3201218945,0.1750587846,-0.07267342,1,fac3,1
v000276,-0.342676186,-0.372670804,0.1001538388,-0.021298874,-0.275245015,-0.304045501,0.8478888905,-0.217531155,-0.351391313,1,fac7,1
v000277,-0.256694169,-0.340669369,1.1574689891,-0.066570586,0.1768570155,-0.263338402,-0.636105881,-0.564248982,0.301792605,1,fac3,1
v000278,-0.198367432,-0.125853842,0.1730541513,-0.191853186,-0.000730283,0.0258035738,-0.092545424,0.3484248422,-0.420510938,1,fac9,-1
v000279,-0.303639922,0.4063856584,-0.002154005,-0.252836178,0.0135822208,-0.434704362,0.0409189282,-0.1072722,-0.349707405,1,fac6,-1
v000280,-0.011612569,0.0607277026,-0.083476628,0.3536374491,0.2162868662,0.1327068438,0.1606534941,-0.01787357,0.1510954555,1,fac4,1
v000281,0.0430909053,0.2264412855,-0.002637216,0.0166454495,0.0114567742,-0.019949014,0.0589551669,0.0806226806,-0.165655329,0,,
v000282,0.5563584704,0.0994679309,-0.088990877,-0.145756718,-0.111962654,0.2674182177,-0.138573017,-0.066853955,-0.025172051,1,fac1,1
v000283,0.051321337,0.0138429182,-0.226659646,0.4339016113,0.4147512207,-0.101418017,0.2072029792,-0.075549845,0.2329232533,1,fac4,1
v000284,0.2331732009,-0.176784971,0.1006466996,-0.12519802,0.3957499946,0.2040316434,-0.051883046,0.0810628378,-0.093208181,1,fac5,1
v000285,0.275965273,-0.080901757,-0.115322782,0.1596920122,0.0295061713,-0.030064417,0.0662852094,0.2333482065,0.1808477122,0,,
v000286,0.2561917931,0.1912244166,0.0583586411,0.0148015155,-0.151115659,-0.009422011,0.0027818719,0.0829074757,0.1391907856,0,,
v000287,0.13729011,-0.07118677,-0.038453033,0.132375149,0.1762970724,0.067132911,0.1785233766,0.1424124547,0.1989753485,0,,
v000288,0.0295661834,0.264865008,0.1515810837,0.1165007967,-0.062287925,0.2798482383,0.0893305608,-0.281340749,0.1734183205,0,,
v000289,-0.06024913,0.0226299664,0.0008548742,0.2868002818,0.1513818665,-0.07109609,-0.030367412,-0.008168896,-0.114917417,0,,
v000290,-0.062512337,-0.050635328,0.0320305104,-0.064707611,0.3831518027,0.0581016345,-0.023622998,0.4417009773,-0.124739,1,fac8,1
v000291,0.0495812328,0.1818816449,-0.078813671,0.4971089853,-0.122258529,0.0715573345,-0.042645033,-0.106405784,0.0209710005,1,fac4,1
v000292,-0.145831536,-0.176587871,0.4044866698,0.2905660005,-0.189633749,0.0042465446,-0.288945995,-0.551002633,0.3905591681,1,fac8,-1
v000293,0.1536543081,0.1811860018,0.1583218389,0.1994218292,-0.243746535,-0.010769363,0.0972261209,-0.180608473,-0.050454666,0,,
v000294,-0.054801564,0.1976768817,-0.067791491,0.2163240286,0.0093210089,-0.010865491,-0.035675981,-0.007264257,-0.245027645,0,,
v000295,0.0184828314,-0.213357544,-0.022893156,0.1347710987,0.0622327364,-0.013902077,0.4540381477,-0.028375476,-0.037954996,1,fac7,1
v000296,-0.027819166,0.4259053611,-0.123091959,-0.021985168,0.1452239016,-0.087590303,-0.067733435,0.2266153779,0.1116087556,1,fac2,1
v000297,0.3420072258,-0.057859767,-0.017119893,-0.13967797,0.0810138137,-0.023661422,-0.219827707,0.3980908186,-0.135883856,1,fac8,1
v000298,0.2455527631,0.159791481,-0.103385056,0.1883864401,0.023419863,-0.047235644,0.0508651156,-0.034499061,-0.107077495,0,,
v000299,-0.449478304,0.0160731983,-0.094996351,0.5544218351,-0.367419627,-0.016440788,-0.256291194,0.1260885008,-0.156564855,1,fac4,1
v000300,0.0593481772,-0.012952535,-0.115204767,-0.112304852,0.2171024173,0.1287717156,0.479730796,0.3206370257,0.0530560093,1,fac7,1
v000301,0.3122051843,-0.161868322,0.1146191683,-0.018374033,0.0669764052,0.0547118235,0.0057832766,0.0828923794,0.0107589753,1,fac1,1
v000302,0.0883258283,0.3813926528,-0.04766905,-0.096108267,0.1085988703,-0.052863184,-0.111035962,0.0153831343,0.0228124966,1,fac2,1
v000303,0.0546418923,0.1128821996,0.1388021892,-0.152726245,0.1162753936,0.0569750025,0.1091118713,-0.008809263,-0.103147383,0,,
v000304,-0.210539302,0.0115413694,0.7819670938,-0.000858724,-0.051180496,-0.060066544,0.0885873235,0.0106062537,-0.12036444,1,fac3,1
v000305,0.0516200462,0.1474580791,0.1370676236,0.2255201911,0.0818999904,0.1688892383,0.2273719823,-0.094761152,0.2374278956,0,,
v000306,-0.011748223,-0.083669175,0.1676629704,0.0839718725,0.4441733402,0.1509129311,0.0200931948,0.1246740675,-0.007970156,1,fac5,1
v000307,-0.020421144,-0.088538579,0.6491611089,-0.096088147,0.2165439166,-0.005301091,0.0506780949,0.012299982,0.1043652413,1,fac3,1
v000308,0.1071628368,0.2306940765,0.0583213858,-0.246119095,-0.085406298,0.0666680443,0.2604074592,0.1415800892,-0.208740753,0,,
v000309,-0.029010142,0.1877726446,0.0447010435,0.0259040052,-0.074894506,0.1085223053,-0.1605306,0.0229317682,0.0320807034,0,,
v000310,-0.182120726,-0.246571524,0.1114685844,-0.068192849,-0.043405934,0.1625543967,0.0875240208,0.3278590544,-0.342216808,1,fac9,-1
v000311,0.0966642351,0.2626309171,0.1604561212,0.048880659,0.0811802457,0.2662749784,-0.000061432,-0.09525912,0.156382064,0,,
v000312,0.0961027775,0.1617125609,-0.080897609,0.0765654424,0.0559357803,0.1418891777,0.0535195276,0.2913702476,0.31063819,1,fac9,1
v000313,-0.165832311,0.2598112149,-0.005008328,0.1341525378,-0.04579133,0.1694555539,-0.078450992,0.1268882902,0.2190659155,0,,
v000314,-0.076018023,-0.060727655,-0.013839095,0.5887534026,0.075294228,-0.141081363,0.0354052881,0.185019121,0.1547222635,1,fac4,1
v000315,0.1308975169,-0.033014604,-0.250729259,0.4676215692,0.0981909357,-0.00972447,-0.020619942,0.0654709492,0.0187993895,1,fac4,1
v000316,-0.325516593,-0.183176562,-0.300825067,0.3814192805,0.0918816603,-0.269630277,0.2678920836,-0.129417948,-0.199978307,1,fac4,1
v000317,-0.099782795,-0.005259066,-0.013355016,-0.06757765,0.1814991282,-0.107510448,0.3615429324,0.2854653247,0.2333094299,1,fac7,1
v000318,0.0789010628,0.2961431062,0.0131946929,0.2354926105,0.0920891579,-0.224151308,0.1548544022,-0.016284201,-0.130740564,0,,
v000319,0.1502143136,-0.016744931,-0.014645151,-0.03049204,0.1026103202,0.0469593118,0.1336826473,-0.107295335,-0.181070385,0,,
v000320,0.43269429,0.032667626,0.0087233022,-0.074361444,-0.046123013,0.0104384488,-0.004045395,0.0691980355,0.1355125789,1,fac1,1
v000321,0.5566223032,0.0803954765,0.0177226637,-0.0421518,0.0541024749,0.0129839903,-0.053845167,0.0033114649,0.1322978068,1,fac1,1
v000322,-0.061771388,-0.267418573,-0.01888841,0.4381172511,-0.296658807,-0.029446124,0.3180197853,0.5913375436,0.0452667782,1,fac8,1
v000323,-0.088110959,-0.071790876,0.0126810382,0.127849298,0.2686538598,-0.051829528,0.0936405906,0.513254499,0.052672204,1,fac8,1
v000324,-0.209078052,-0.003071142,-0.211180333,-0.355616304,0.8788704314,-0.273796493,-0.229672778,-0.356266995,0.1023677512,1,fac5,1
v000325,0.1058503348,-0.036531006,-0.086002555,-0.024909964,0.1123192472,0.2138009066,-0.065013532,0.1260172964,0.2085414768,0,,
v000326,0.0130202954,-0.133345896,0.0805445704,-0.182980276,-0.033662258,-0.035251201,0.1923590253,0.0829916879,-0.141584097,0,,
v000327,-0.056609613,0.1613260384,0.1717782848,-0.03730461,0.2275659362,0.0065187732,-0.128249261,0.0619022751,-0.129363599,0,,
v000328,0.1216185526,0.3412017465,-0.045033517,0.0681180419,0.2004851195,0.0032867582,-0.061911852,0.367061099,0.1704148586,1,fac8,1
v000329,-0.406604451,0.0000460409,0.641711404,-0.147315303,-0.194580369,-0.183648363,0.1275982587,-0.176450146,0.0174496609,1,fac3,1
v000330,0.1048805949,0.0207801737,-0.044756495,0.4690523543,-0.206190793,-0.121969606,-0.106696128,-0.133204793,0.0283462375,1,fac4,1
v000331,-0.029382881,-0.013863579,0.0038593573,-0.129433139,0.1732356244,0.2988360883,-0.010839491,0.3946570389,-0.035309522,1,fac8,1
v000332,0.1065996932,0.1173699637,-0.005039648,0.05335059,0.1106430656,-0.169642008,0.0232010426,0.1145344263,-0.257397308,0,,
v000333,0.2113928631,0.1139062115,-0.099738722,0.3791992733,-0.142742386,-0.004975832,-0.209924736,0.2357574276,0.0227988551,1,fac4,1
v000334,0.0975663922,0.137265845,-0.103057423,0.3563356993,0.1360535485,0.111026907,-0.051547737,0.0912063049,0.0963691804,1,fac4,1
v000335,-0.047836371,0.0514280961,0.182249797,0.6199757251,-0.041444992,0.0460141268,-0.237834468,-0.075188206,-0.014246265,1,fac4,1
v000336,0.5771612525,0.1018523219,-0.147032792,-0.21982314,-0.117918096,-0.16330942,0.0706148569,0.2013233388,-0.302003294,1,fac1,1
v000337,0.4795947097,0.2484486725,-0.078516858,-0.166311513,-0.076945069,-0.034435673,-0.184067399,-0.07380741,-0.18726314,1,fac1,1
v000338,0.4059110142,0.1978627128,-0.125147037,-0.049980972,-0.121836275,-0.05236078,-0.168846709,0.1163686702,-0.150504544,1,fac1,1
v000339,0.2494418569,-0.024281044,-0.148976847,-0.12850836,0.3763218275,0.2266609039,0.1288585522,0.2106005106,0.0873663823,1,fac5,1
v000340,0.0341968816,0.0969520925,0.0458206507,0.282724698,0.0015101673,-0.093810171,0.0050444072,0.0499984163,0.1116448238,0,,
v000341,0.0374195126,0.247645646,-0.045309728,0.2165182701,-0.187136109,0.0777978387,-0.01590961,0.1115228936,0.0864339442,0,,
v000342,-0.055882667,0.0546526956,0.1336689154,0.4870367965,-0.03864869,0.071476841,-0.028287471,-0.017781677,0.0242593718,1,fac4,1
v000343,0.1461248743,0.2752717438,0.2222402099,0.1609180137,0.1019146802,0.1704634648,0.0148092196,-0.18759025,0.2658993381,0,,
v000344,0.1044976914,0.0356389718,0.0320267491,0.0768905821,0.1944182825,-0.064944188,0.2623295425,0.3423680043,0.0801386219,1,fac8,1
v000345,-0.163398592,0.4552115755,0.0504398176,-0.113481821,-0.147990903,0.1442694702,-0.336651167,0.1687942946,-0.294046896,1,fac2,1
v000346,0.184439454,0.4509999844,0.1085388636,-0.136966776,0.1055027408,-0.092533457,-0.249274727,-0.002992609,0.0460690473,1,fac2,1
v000347,-0.185665909,-0.110633402,0.8106136557,-0.055833072,0.1129326903,-0.211009373,0.1645947455,0.010583196,0.0097383843,1,fac3,1
v000348,-0.114723937,0.0645572881,0.1264476736,-0.103489889,0.3023296838,-0.020562927,0.1067470108,0.2131981797,-0.032604848,1,fac5,1
v000349,-0.157412944,0.241867763,0.0061270709,0.0975440874,-0.183879676,-0.111068569,-0.094725821,-0.008215703,-0.299699565,0,,
v000350,-0.149077001,0.3795307811,-0.246112376,-0.006583201,0.0650308507,0.3937509752,0.0615544914,-0.060084078,0.0638647313,1,fac6,1
v000351,0.0011658666,-0.069389857,-0.025767099,0.4114515411,0.0103578603,-0.029145495,0.1442067764,0.0884726807,-0.036998166,1,fac4,1
v000352,-0.066849149,0.4794122474,-0.134245763,-0.328858305,-0.323389626,-0.078047462,-0.207800535,0.4284143695,0.2031800401,1,fac2,1
v000353,-0.044074201,0.2136053676,0.168931548,0.1434819325,-0.101657555,0.238414409,0.1177233085,-0.031470888,-0.008882084,0,,
v000354,-0.018006641,-0.06302199,0.0576862605,0.161527257,0.1922448805,-0.157055826,0.3933172966,-0.004025055,-0.009304164,1,fac7,1
v000355,0.0817271769,-0.123478256,-0.051785002,0.2149785993,0.3968187076,0.0128431815,0.1186809768,0.1848615788,0.1644558022,1,fac5,1
v000356,-0.051314626,-0.146297416,-0.072703371,0.686055124,-0.038968451,-0.157496268,-0.220188246,0.0814194957,0.0320922951,1,fac4,1
v000357,-0.035534966,-0.09809041,0.6415183446,-0.056214069,0.1667009278,-0.071478914,0.100090749,0.011220752,0.0182772834,1,fac3,1
v000358,-0.117800111,0.2767380269,0.0521523492,-0.151567689,0.254260427,0.011525014,-0.087686953,0.5440202939,0.0825129736,1,fac8,1
v000359,-0.143608487,0.2421520535,-0.132704886,-0.017351182,-0.035568549,0.2725405125,0.1229896387,0.0436120932,-0.1074439,0,,
v000360,-0.160979379,-0.012063098,0.0979821612,0.4190571516,-0.115622784,-0.063999184,-0.097869525,0.0489237314,-0.461082352,1,fac9,-1
v000361,0.1307658281,0.3421663562,0.2035805159,-0.063464601,-0.259472439,-0.007342346,0.0129872723,0.1482482311,0.0066009283,1,fac2,1
v000362,-0.098625083,-0.035818974,0.0529747645,0.0381807268,-0.183061168,0.0155467378,0.0910244661,0.0930452916,-0.466417779,1,fac9,-1
v000363,-0.154471613,-0.264434115,-0.049771588,0.0811980305,-0.094201592,0.0653074359,-0.162515485,0.4128498468,-0.247853925,1,fac8,1
v000364,0.114565617,0.2849374097,0.0902882483,-0.055726992,0.0088769205,-0.023846955,-0.096142235,0.1380519134,-0.072691496,0,,
v000365,0.1116693336,0.1535754416,0.2465031208,0.2863252778,-0.052422587,0.0420367361,-0.054112673,-0.059037024,0.004691624,0,,
v000366,0.189943796,0.142050136,0.0404014011,0.1384798731,-0.08190144,-0.064891733,0.0373653258,-0.077081841,-0.023752938,0,,
v000367,0.3928065437,0.2421562943,-0.082543173,0.022958614,-0.118028155,-0.026245775,-0.116654607,-0.054887485,0.0031996819,1,fac1,1
v000368,0.1225458257,0.2975538919,-0.158975669,0.2512766844,-0.112171401,-0.049166892,0.0205842289,-0.165318642,-0.00584669,0,,
v000369,0.1156401724,0.1219054543,-0.022824055,0.104277177,0.0132524022,0.034260154,-0.049326998,-0.074602199,-0.047980177,0,,
v000370,0.147978805,-0.121458828,0.0480440904,0.0768268466,0.0203802479,0.1368970409,-0.168633791,-0.374829243,-0.03460638,1,fac8,-1
v000371,-0.020809856,0.1716480552,0.0486431254,-0.043389739,-0.032487163,0.0686091798,0.0138750903,0.3827121048,-0.08011049,1,fac8,1
v000372,-0.015379873,-0.047633117,0.0735832396,0.2542964447,0.1225382275,-0.087148764,0.1197751278,-0.101233393,-0.152160086,0,,
v000373,0.0149871734,-0.071194961,-0.311333703,0.7556357525,0.0766457909,-0.327519931,-0.133945458,-0.249890414,-0.166637839,1,fac4,1
v000374,-0.083552092,-0.112370961,-0.069151784,0.523920291,0.1429814357,-0.338925397,0.0788359369,-0.244647901,-0.203399427,1,fac4,1
v000375,-0.040852862,-0.044266803,-0.001061649,0.1369788368,0.0286125938,-0.056654641,0.0759444882,0.0898588377,-0.030097792,0,,
v000376,-0.006178366,-0.00265406,0.0722825651,0.206821374,-0.057025999,-0.079842836,0.0031255802,-0.042694731,-0.071285033,0,,
v000377,-0.236571201,-0.125633743,0.018708849,0.2306318905,-0.260576506,-0.174755657,-0.200688719,0.1982890571,-0.022690383,0,,
v000378,0.0727730117,-0.075903616,0.2770901289,-0.053202523,-0.097968908,0.0894227348,0.077191382,0.0598996477,-0.261064558,0,,
v000379,0.0985891861,0.0572465436,0.0662743848,-0.174535002,-0.01173114,0.0437773333,0.074668242,0.0973844679,-0.331289593,1,fac9,-1
v000380,0.0922754778,0.3744869307,-0.046078623,0.0218510685,-0.055559063,-0.084928151,-0.097817989,-0.066708304,-0.042289994,1,fac2,1
