Dependent	Source	DF	SS	MS	FValue	ProbF
fac5	Model	43	16666.4944	387.5929	37.47	<.0001
fac5	Error	26484	273934.4314	10.3434	_	_
fac5	Corrected Total	26527	290600.9258	_	_	_
