Dependent	Source	DF	SS	MS	FValue	ProbF
fac9	Model	43	4733.41121	110.07933	42.18	<.0001
fac9	Error	26484	69123.87977	2.61002	_	_
fac9	Corrected Total	26527	73857.29098	_	_	_
