Dependent	Source	DF	SS	MS	FValue	ProbF
fac7	Model	43	5855.80980	136.18162	44.14	<.0001
fac7	Error	26484	81716.46550	3.08550	_	_
fac7	Corrected Total	26527	87572.27529	_	_	_
