Dependent	Source	DF	SS	MS	FValue	ProbF
fac8	Model	43	8553.25123	198.91282	64.00	<.0001
fac8	Error	26484	82317.97661	3.10822	_	_
fac8	Corrected Total	26527	90871.22783	_	_	_
