<p>
However	RB	however
Jewish	JJ	Jewish
community	NN	community
,	,	,
who	WP	who
...	:	...
**26	NN	<unknown>
;	:	;
1463	CD	@card@
;	:	;
TOOLONG	NN	<unknown>
<p>
Following	VBG	follow
Tuesday	NP	Tuesday
'	POS	'
s	NN	S
episode	NN	episode
,	,	,
the	DT	the
Campaign	NP	Campaign
Against	NP	Against
Antisemitism	NN	<unknown>
posted	VBD	post
on	IN	on
X/Twitter	NP	X/Twitter
:	:	:
"	``	"
A	DT	a
Big	NP	Big
Brother	NN	brother
housemate	NN	housemate
was	VBD	be
seen	VBN	see
wearing	VBG	wear
a	DT	a
T-shirt	NN	T-shirt
depicting	VBG	depict
the	DT	the
map	NN	map
of	IN	of
Israel	NP	Israel
as	IN	as
a	DT	a
watermelon	NN	watermelon
,	,	,
a	DT	a
symbol	NN	symbol
widely	RB	widely
associated	VBN	associate
with	IN	with
anti-Israel	NP	anti-Israel
sentiment	NN	sentiment
.	SENT	.
<p>
"	``	"
This	DT	this
graphic	JJ	graphic
has	VBZ	have
caused	VBN	cause
significant	JJ	significant
distress	NN	distress
among	IN	among
the	DT	the
British	JJ	British
Jewish	JJ	Jewish
community	NN	community
,	,	,
who	WP	who
regard	VBP	regard
it	PP	it
as	IN	as
a	DT	a
genocidal	JJ	genocidal
message	NN	message
similar	JJ	similar
to	TO	to
the	DT	the
slogan	NN	slogan
'	''	'
From	IN	from
the	DT	the
River	NN	river
to	TO	to
the	DT	the
Sea	NP	Sea
'	''	'
which	WDT	which
calls	VBZ	call
for	IN	for
the	DT	the
elimination	NN	elimination
of	IN	of
the	DT	the
world	NN	world
'	POS	'
s	NN	S
only	RB	only
Jewish	JJ	Jewish
state	NN	state
.	SENT	.
<p>
"	``	"
How	WRB	how
did	VBD	do
the	DT	the
show	NN	show
'	POS	'
s	NN	S
staff	NN	staff
allow	VB	allow
this	DT	this
shirt	NN	shirt
to	TO	to
be	VB	be
worn	VBN	wear
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
<p>
The	DT	the
row	NN	row
deepened	VBD	deepen
last	JJ	last
night	NN	night
after	IN	after
ITV	NP	ITV
made	VBD	make
the	DT	the
decision	NN	decision
to	TO	to
edit	VB	edit
out	RP	out
the	DT	the
symbol	NN	symbol
,	,	,
with	IN	with
some	DT	some
viewers	NNS	viewer
saying	VBG	say
they	PP	they
no	DT	no
longer	RBR	longer
"	``	"
feel	VB	feel
comfortable	JJ	comfortable
"	``	"
watching	VBG	watch
the	DT	the
show	NN	show
.	SENT	.
<p>
"	''	"
So	RB	so
,	,	,
ITV	NP	ITV
,	,	,
it	PP	it
'	POS	'
s	NN	S
the	DT	the
sheer	JJ	sheer
hypocrisy	NN	hypocrisy
that	WDT	that
astounds	VBZ	astound
me	PP	me
.	SENT	.
Happy	JJ	happy
to	TO	to
send	VB	send
a	DT	a
Palestinian	JJ	Palestinian
housemate	NN	housemate
Khaled	NP	Khaled
in	IN	in
to	TO	to
the	DT	the
@bbuk	NN	<unknown>
house	NN	house
to	TO	to
tie	VB	tie
the	DT	the
show	NN	show
into	IN	into
current	JJ	current
social	JJ	social
issues	NNS	issue
but	CC	but
when	WRB	when
there	EX	there
'	''	'
s	VBG	<unknown>
any	DT	any
defence	NN	defence
of	IN	of
that	DT	that
housemate	NN	housemate
'	POS	'
s	JJ	<unknown>
people	NNS	people
you	PP	you
do	VBP	do
the	DT	the
biggest	JJS	big
u-turn	NN	U-turn
,	,	,
"	''	"
one	CD	one
person	NN	person
wrote	VBD	write
.	SENT	.
<p>
I	PP	I
know	VBP	know
the	DT	the
'	''	'
super	JJ	super
fans	NNS	fan
'	''	'
might	MD	might
disagree	VB	disagree
,	,	,
but	CC	but
there	EX	there
should	MD	should
be	VB	be
a	DT	a
mass	JJ	mass
viewer	NN	viewer
boycott	NN	boycott
of	IN	of
Big	JJ	big
Brother	NN	brother
if	IN	if
they	PP	they
remove	VB	remove
Ali	NP	Ali
'	POS	'
s	JJ	<unknown>
t-shirt	NN	T-shirt
from	IN	from
last	JJ	last
night	NN	night
'	POS	'
s	NNS	<unknown>
edit	VBP	edit
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
censorship	NN	censorship
on	IN	on
steroids	NNS	steroid
.	SENT	.
I	PP	I
certainly	RB	certainly
wo	MD	wo
n't	RB	n't
carry	VB	carry
on	IN	on
watching	VBG	watch
.	SENT	.
#BBUK	NN	<unknown>
<p>
Another	DT	another
suggested	VBD	suggest
:	:	:
"	``	"
Crowd	NN	crowd
needs	VBZ	need
to	TO	to
chant	VB	chant
'	''	'
Free	NP	Free
Palestine	NP	Palestine
'	POS	'
on	IN	on
Friday	NP	Friday
during	IN	during
the	DT	the
live	JJ	live
eviction	NN	eviction
.	SENT	.
"	''	"
<p>
Someone	NN	someone
else	RB	else
said	VBD	say
:	:	:
"	``	"
There	EX	there
is	VBZ	be
no	DT	no
point	NN	point
in	IN	in
the	DT	the
existence	NN	existence
of	IN	of
Big	JJ	big
Brother	NN	brother
as	IN	as
a	DT	a
format	NN	format
if	IN	if
they	PP	they
are	VBP	be
going	VBG	go
to	TO	to
censor	VB	censor
housemates	NNS	housemate
'	POS	'
views	NNS	view
(	(	(
that	WDT	that
are	VBP	be
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
now	RB	now
turn	VB	turn
off	RP	off
the	DT	the
show	NN	show
.	SENT	.
<p>
The	DT	the
T-shirt	NNS	T-shirt
had	VBD	have
been	VBN	be
edited	VBN	edit
out	RP	out
because	IN	because
it	PP	it
could	MD	could
be	VB	be
"	``	"
deemed	VBN	deem
harmful	JJ	harmful
"	``	"
,	,	,
a	DT	a
spokesperson	NN	spokesperson
for	IN	for
the	DT	the
programme	NN	programme
told	VBD	tell
PinkNews	NN	<unknown>
.	SENT	.
<p>
Ali	NP	Ali
was	VBD	be
seen	VBN	see
wearing	VBG	wear
a	DT	a
controversial	JJ	controversial
t-shirt	NN	T-shirt
but	CC	but
the	DT	the
image	NN	image
was	VBD	be
later	RBR	later
edited	VBN	edit
out	RP	out
.	SENT	.
(	(	(
ITV	NP	ITV
)	)	)
<p>
"	``	"
Big	JJ	big
Brother	NN	brother
does	VBZ	do
not	RB	not
allow	VB	allow
any	DT	any
personal	JJ	personal
items	NNS	item
into	IN	into
the	DT	the
house	NN	house
that	WDT	that
could	MD	could
be	VB	be
deemed	VBN	deem
harmful	JJ	harmful
.	SENT	.
We	PP	we
regret	VBP	regret
that	IN	that
the	DT	the
implications	NNS	implication
of	IN	of
this	DT	this
particular	JJ	particular
item	NN	item
of	IN	of
clothing	NN	clothing
were	VBD	be
not	RB	not
fully	RB	fully
understood	VBN	understand
in	IN	in
our	PP$	our
bag	NN	bag
checks	NNS	check
or	CC	or
prior	RB	prior
to	TO	to
broadcast	VB	broadcast
of	IN	of
last	JJ	last
night	NN	night
'	POS	'
s	NN	S
show	NN	show
,	,	,
"	''	"
they	PP	they
said	VBD	say
.	SENT	.
<p>
"	``	"
We	PP	we
apologise	VBP	apologise
to	TO	to
any	DT	any
viewers	NNS	viewer
who	WP	who
have	VBP	have
been	VBN	be
offended	VBN	offend
and	CC	and
assure	VB	assure
them	PP	them
that	IN	that
Big	NP	Big
Brother	NN	brother
was	VBD	be
unaware	JJ	unaware
of	IN	of
the	DT	the
implications	NNS	implication
of	IN	of
the	DT	the
image	NN	image
.	SENT	.
The	DT	the
item	NN	item
of	IN	of
clothing	NN	clothing
has	VBZ	have
been	VBN	be
removed	VBN	remove
from	IN	from
the	DT	the
house	NN	house
.	SENT	.
The	DT	the
housemate	NN	housemate
has	VBZ	have
been	VBN	be
spoken	VBN	speak
to	TO	to
and	CC	and
they	PP	they
have	VBP	have
expressed	VBN	express
that	IN	that
they	PP	they
are	VBP	be
unaware	JJ	unaware
of	IN	of
the	DT	the
implications	NNS	implication
and	CC	and
did	VBD	do
not	RB	not
wish	VB	wish
to	TO	to
cause	VB	cause
any	DT	any
harm	NN	harm
or	CC	or
offence	NN	offence
.	SENT	.
<p>
"	''	"
Any	DT	any
offensive	NN	offensive
messaging	VBG	message
associated	VBN	associate
with	IN	with
the	DT	the
image	NN	image
does	VBZ	do
not	RB	not
reflect	VB	reflect
the	DT	the
values	NNS	value
or	CC	or
beliefs	NNS	belief
of	IN	of
Big	JJ	big
Brother	NN	brother
.	SENT	.
"	``	"
