article_id	match_count	source_files	article_files
31543424	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-lk.txt
31544299	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31545103	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us1.txt
31545119	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31545122	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31545135	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31545425	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31545482	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us7.txt
31546732	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31546741	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us4.txt
31547611	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us1.txt
31547983	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us7.txt
31548123	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31548125	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31548268	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us6.txt
31548269	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us6.txt
31548398	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31548605	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us1.txt
31548815	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31549315	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31549617	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31549815	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31550253	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31550548	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us4.txt
31550832	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31551143	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us4.txt
31551148	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us4.txt
31551563	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us6.txt
31551565	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us6.txt
31551566	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us6.txt
31552153	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31552210	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us1.txt
31552225	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31552330	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31552362	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31552465	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us6.txt
31552528	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31553783	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us7.txt
31553939	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us4.txt
31557429	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-nz.txt
31557924	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31558492	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31558496	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31558498	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31558576	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us7.txt
31558914	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31558916	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31558926	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31558945	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us4.txt
31560827	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-nz.txt
31561709	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us1.txt
31562504	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us1.txt
31562648	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us4.txt
31563433	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31565412	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-nz.txt
31566278	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us7.txt
31566281	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us7.txt
31566848	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us4.txt
31567125	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31567257	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31567297	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31568485	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us7.txt
31568805	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us1.txt
31568810	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us1.txt
31572099	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31572105	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us1.txt
31572107	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us1.txt
31572109	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us1.txt
31572115	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31572707	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us1.txt
31574888	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-nz.txt
31576102	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-nz.txt
31578538	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us4.txt
31579506	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us1.txt
31579666	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us6.txt
31580150	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31580646	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us4.txt
31580776	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us7.txt
31582230	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31582660	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-nz.txt
31583799	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31584705	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us1.txt
31587342	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us4.txt
31588380	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us7.txt
31588382	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us7.txt
31588495	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31589839	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us4.txt
31591019	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31592574	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us6.txt
31592736	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31592751	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31592888	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31598299	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31602370	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us6.txt
31603335	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31603744	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-nz.txt
31604161	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31605683	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us7.txt
31605720	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31605980	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us7.txt
31605983	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us7.txt
31605989	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31606062	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31606065	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us6.txt
31606886	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us7.txt
31607447	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-nz.txt
31607722	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31607736	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us3.txt
31607853	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31609387	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31609515	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-nz.txt
31609551	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31609552	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31609556	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31609558	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31609561	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31609588	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31609739	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-nz.txt
31609859	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31610053	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31610116	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31610716	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31611491	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31611795	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31611797	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31611799	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us8.txt
31611948	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-nz.txt
31612267	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us6.txt
31613458	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us5.txt
31615012	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31615018	2	now-sources-2020.txt;sources-20-01.txt	text-20-01/20-01-us2.txt
31616227	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us3.txt
31617117	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us2.txt
31618187	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us8.txt
31618188	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us8.txt
31620849	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us4.txt
31620853	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us5.txt
31620856	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us5.txt
31620862	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us5.txt
31620870	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us6.txt
31620876	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us7.txt
31621258	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us5.txt
31621647	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us4.txt
31622331	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-nz.txt
31622543	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-nz.txt
31624297	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us8.txt
31624919	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us2.txt
31625722	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us2.txt
31626539	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us4.txt
31626677	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us7.txt
31627314	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us2.txt
31628392	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us8.txt
31628634	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us3.txt
31628689	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us8.txt
31628753	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us5.txt
31628814	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us2.txt
31629233	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us3.txt
31629299	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-nz.txt
31629834	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us3.txt
31629835	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us3.txt
31630453	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us5.txt
31632125	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us3.txt
31634579	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us7.txt
31635932	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us3.txt
31636281	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us7.txt
31636407	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-nz.txt
31636976	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us7.txt
31636981	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us7.txt
31636987	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us8.txt
31637003	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us1.txt
31638252	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us5.txt
31638391	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us8.txt
31640820	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us2.txt
31640825	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us3.txt
31640844	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us4.txt
31643848	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us4.txt
31645866	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us6.txt
31645874	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us6.txt
31645875	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us6.txt
31646009	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us1.txt
31647569	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us6.txt
31648059	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-nz.txt
31649903	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us1.txt
31652906	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us1.txt
31653567	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-nz.txt
31654244	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us4.txt
31655223	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us2.txt
31655225	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us3.txt
31655226	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us3.txt
31657785	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us7.txt
31657975	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-nz.txt
31659922	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us2.txt
31660090	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us8.txt
31660322	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us2.txt
31661186	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us7.txt
31663431	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-nz.txt
31663792	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us8.txt
31664203	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us1.txt
31664697	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us8.txt
31666017	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us2.txt
31667159	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us5.txt
31667165	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us6.txt
31667169	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us6.txt
31667717	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us2.txt
31668798	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us8.txt
31669050	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us5.txt
31669053	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us5.txt
31669555	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us5.txt
31670000	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us1.txt
31670904	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us1.txt
31671511	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us1.txt
31673170	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-nz.txt
