article_id	article_file
100006413	23-07-text/23-07-us1.txt
10000926	text_16-07-qxx/16-07-gh.txt
100009624	23-07-text/16-10-au.txt
100017635	23-07-text/23-07-gb.txt
100020733	23-07-text/23-07-in.txt
100025045	23-07-text/23-07-nz.txt
100026867	23-07-text/23-07-us4.txt
100028840	23-07-text/23-07-us3.txt
100032278	23-07-text/16-10-au.txt
10003724	text_16-01-yxh/16-01-in.txt
10004024	text_16-01-yxh/16-01-pk.txt
10004502	text_16-01-yxh/16-01-pk.txt
100047842	23-07-text/23-07-pk.txt
100049471	23-07-text/23-07-us4.txt
100051050	23-07-text/23-07-us3.txt
100069676	23-07-text/23-07-pk.txt
10007015	text_16-01-yxh/16-01-in.txt
10007139	text_16-07-qxx/16-07-ca.txt
100084621	23-07-text/23-07-in.txt
100089091	23-07-text/23-07-us5.txt
100095049	23-07-text/23-07-gb.txt
10010588	text_16-07-qxx/16-07-nz.txt
100105901	23-07-text/23-07-us1.txt
100119652	23-07-text/23-07-in.txt
10012779	text_16-01-yxh/16-01-ke.txt
100134200	23-07-text/23-07-ca.txt
10013433	text_16-01-yxh/16-01-pk.txt
100139330	23-07-text/23-07-gb.txt
10014476	text_16-07-qxx/16-07-sg.txt
100149574	23-07-text/23-07-ie.txt
100149577	23-07-text/23-07-ie.txt
100151564	23-07-text/23-07-in.txt
100155307	23-07-text/23-07-nz.txt
100158902	23-07-text/23-07-us1.txt
100159937	23-07-text/23-07-us2.txt
100160329	23-07-text/23-07-us2.txt
10016313	text_16-07-qxx/16-07-za.txt
100164813	23-07-text/16-10-au.txt
100168412	23-07-text/23-07-us1.txt
10017471	text_16-07-qxx/16-07-gb.txt
100187257	23-07-text/23-07-pk.txt
10020078	text_16-07-qxx/16-07-pk.txt
10020918	text_16-07-qxx/16-07-pk.txt
100216892	23-07-text/23-07-ng.txt
10021814	text_16-07-qxx/16-07-pk.txt
100219877	23-07-text/23-07-nz.txt
100221162	23-07-text/23-07-pk.txt
100229647	23-07-text/16-10-au.txt
10024716	text_16-07-qxx/16-07-us.txt
100253242	23-07-text/23-07-ng.txt
100256990	23-07-text/23-07-us5.txt
10026574	text_16-07-qxx/16-07-ie.txt
1002676	text_12-07-jbh/12-07-gb.txt
10029972	text_16-01-yxh/16-01-sg.txt
100317235	23-07-text/23-07-in.txt
100317513	23-07-text/23-07-pk.txt
100318842	23-07-text/23-07-us3.txt
100337568	23-07-text/23-07-in.txt
100337654	23-07-text/23-07-in.txt
10033998	text_16-01-yxh/16-01-jm.txt
100344829	23-07-text/23-07-ng.txt
10035588	text_16-01-yxh/16-01-my.txt
100366504	23-07-text/23-07-in.txt
100378480	23-07-text/23-07-us5.txt
100402046	23-07-text/23-07-ng.txt
100402694	23-07-text/23-07-ng.txt
1004522	text_12-07-jbh/12-07-ca.txt
100454526	23-07-text/23-07-bd.txt
100465273	23-07-text/23-07-gb.txt
100473010	23-07-text/23-07-nz.txt
1004761	text_12-07-jbh/12-07-gb.txt
100479417	23-07-text/23-07-us1.txt
1004960	text_12-07-jbh/12-07-gb.txt
100515728	23-07-text/23-07-ca.txt
100524331	23-07-text/23-07-in.txt
10054652	text_16-01-yxh/16-01-ph.txt
10055765	text_16-01-yxh/16-01-za.txt
100562717	23-07-text/23-07-us1.txt
100579108	23-08-text/23-08-in.txt
10058372	text_16-01-yxh/16-01-jm.txt
100584160	23-08-text/23-08-in.txt
100588233	23-08-text/23-08-nz.txt
100593072	23-08-text/23-08-us4.txt
100593204	23-08-text/23-08-us1.txt
100598688	23-08-text/16-10-au.txt
100601576	23-08-text/23-08-ca.txt
1006123	text_12-07-jbh/12-07-us.txt
100616189	23-08-text/23-08-nz.txt
100636707	23-08-text/23-08-gb.txt
10063847	text_16-01-yxh/16-01-gh.txt
100651531	23-08-text/23-08-us2.txt
100669	text_13-02-fwy/13-02-us.txt
10067255	text_16-01-yxh/16-01-my.txt
100676314	23-08-text/23-08-ph.txt
100676990	23-08-text/23-08-pk.txt
10070260	text_16-01-yxh/16-01-za.txt
10070976	text_16-01-yxh/16-01-gh.txt
10072595	text_16-01-yxh/16-01-ke.txt
100726897	23-08-text/23-08-ng.txt
10072947	text_16-01-yxh/16-01-jm.txt
100749301	23-08-text/23-08-hk.txt
10075060	text_16-01-yxh/16-01-my.txt
100758766	23-08-text/23-08-ng.txt
100765626	23-08-text/23-08-us2.txt
10076835	text_16-01-yxh/16-01-ph.txt
10077580	text_16-01-yxh/16-01-za.txt
100785302	23-08-text/23-08-in.txt
100789403	23-08-text/23-08-pk.txt
10080442	text_16-01-yxh/16-01-pk.txt
10080768	text_16-01-yxh/16-01-pk.txt
10085150	text_16-01-yxh/16-01-gh.txt
100851970	23-08-text/23-08-us4.txt
100852587	23-08-text/23-08-us5.txt
10086895	text_16-01-yxh/16-01-jm.txt
10087251	text_16-01-yxh/16-01-pk.txt
10087521	text_16-01-yxh/16-01-pk.txt
100880231	23-08-text/23-08-us2.txt
10088589	text_16-01-yxh/16-01-my.txt
100888176	23-08-text/23-08-ca.txt
100892629	23-08-text/23-08-gb.txt
10091129	text_16-01-yxh/16-01-gh.txt
100913702	23-08-text/23-08-us1.txt
10093371	text_16-01-yxh/16-01-za.txt
10094709	text_16-01-yxh/16-01-ph.txt
100948955	23-08-text/23-08-in.txt
10097287	text_16-01-yxh/16-01-pk.txt
100987201	23-08-text/23-08-us1.txt
100989227	23-08-text/23-08-us2.txt
101002404	23-08-text/23-08-hk.txt
101005900	23-08-text/23-08-ie.txt
101023067	23-08-text/16-10-au.txt
101027986	23-08-text/23-08-ca.txt
101031329	23-08-text/23-08-gb.txt
10103839	text_16-01-yxh/16-01-pk.txt
101042427	23-08-text/23-08-ng.txt
101043225	23-08-text/23-08-us2.txt
101047035	23-08-text/23-08-us2.txt
101059623	23-08-text/23-08-gb.txt
101059651	23-08-text/23-08-gb.txt
101068727	23-08-text/23-08-lk.txt
101069377	23-08-text/23-08-ng.txt
101074414	23-08-text/23-08-us1.txt
101090201	23-08-text/23-08-in.txt
101091164	23-08-text/23-08-in.txt
101094839	23-08-text/23-08-ng.txt
10110313	text_16-01-yxh/16-01-lk.txt
10111272	text_16-01-yxh/16-01-bd.txt
101113483	23-08-text/23-08-in.txt
10111461	text_16-01-yxh/16-01-bd.txt
1011244	text_12-07-jbh/12-07-gb.txt
101128852	23-08-text/23-08-ca.txt
101133941	23-08-text/23-08-gb.txt
101145040	23-08-text/23-08-nz.txt
10114832	text_16-01-yxh/16-01-za.txt
101193022	23-08-text/23-08-ie.txt
101211840	23-08-text/16-10-au.txt
101222623	23-08-text/23-08-ie.txt
101242342	23-08-text/23-08-ca.txt
1012522	text_12-07-jbh/12-07-us.txt
10125652	text_16-01-yxh/16-01-pk.txt
1012593	text_12-07-jbh/12-07-ca.txt
10126815	text_16-01-yxh/16-01-my.txt
101285568	23-08-text/23-08-ng.txt
10129789	text_16-01-yxh/16-01-gh.txt
101301885	23-08-text/23-08-gb.txt
10131512	text_16-01-yxh/16-01-ke.txt
10131853	text_16-01-yxh/16-01-jm.txt
10134494	text_16-01-yxh/16-01-sg.txt
101366404	23-08-text/23-08-ng.txt
101371922	23-08-text/23-08-us2.txt
1013807	text_12-07-jbh/12-07-gb.txt
10140246	text_16-01-yxh/16-01-pk.txt
101403207	23-08-text/23-08-us1.txt
10141693	text_16-01-yxh/16-01-sg.txt
101426102	23-08-text/23-08-us1.txt
101440208	23-09-text/23-09-ca.txt
10146232	text_16-01-yxh/16-01-tz.txt
1014680	text_12-07-jbh/12-07-us.txt
101482885	23-09-text/23-09-pk.txt
101530163	23-09-text/23-09-ng.txt
10153056	text_16-01-yxh/16-01-bd.txt
101532390	23-09-text/23-09-ng.txt
101532946	23-09-text/23-09-nz.txt
101549943	23-09-text/23-09-ie.txt
101552544	23-09-text/23-09-in.txt
101553048	23-09-text/23-09-in.txt
10155501	text_16-01-yxh/16-01-za.txt
101558247	23-09-text/23-09-nz.txt
10156248	text_16-01-yxh/16-01-gh.txt
10158306	text_16-01-yxh/16-01-pk.txt
101590896	23-09-text/23-09-us5.txt
10159274	text_16-01-yxh/16-01-my.txt
101598939	23-09-text/23-09-ca.txt
101611008	23-09-text/23-09-ng.txt
101617847	23-09-text/23-09-us3.txt
10162048	text_16-01-yxh/16-01-za.txt
10162495	text_16-01-yxh/16-01-gh.txt
101631126	23-09-text/23-09-gb.txt
101639804	23-09-text/23-09-ng.txt
101644579	23-09-text/23-09-us4.txt
101644677	23-09-text/23-09-us4.txt
101651890	23-09-text/23-09-ca.txt
10166132	text_16-01-yxh/16-01-my.txt
101668642	23-09-text/23-09-us3.txt
10167090	text_16-01-yxh/16-01-sg.txt
1016724	text_12-07-jbh/12-07-us.txt
10168427	text_16-01-yxh/16-01-ph.txt
10168537	text_16-01-yxh/16-01-hk.txt
10168545	text_16-01-yxh/16-01-hk.txt
10168550	text_16-01-yxh/16-01-hk.txt
10168566	text_16-01-yxh/16-01-hk.txt
10168576	text_16-01-yxh/16-01-hk.txt
10168664	text_16-01-yxh/16-01-hk.txt
10168666	text_16-01-yxh/16-01-hk.txt
10168698	text_16-01-yxh/16-01-hk.txt
10168704	text_16-01-yxh/16-01-hk.txt
10168922	text_16-01-yxh/16-01-za.txt
101692428	23-09-text/23-09-us2.txt
10169711	text_16-01-yxh/16-01-gh.txt
10169801	text_16-01-yxh/16-01-gh.txt
1017026	text_12-07-jbh/12-07-us.txt
101715712	23-09-text/23-09-nz.txt
101717214	23-09-text/23-09-us1.txt
10172574	text_16-01-yxh/16-01-pk.txt
10172781	text_16-01-yxh/16-01-pk.txt
10173508	text_16-01-yxh/16-01-my.txt
1017375	text_12-07-jbh/12-07-ca.txt
10176268	text_16-01-yxh/16-01-za.txt
101766121	23-09-text/23-09-in.txt
101769352	23-09-text/23-09-nz.txt
101772375	23-09-text/23-09-us4.txt
101799880	23-09-text/23-09-us5.txt
101825552	23-09-text/23-09-us3.txt
10184583	text_16-01-yxh/16-01-gh.txt
101847659	23-09-text/23-09-ng.txt
10186997	text_16-01-yxh/16-01-pk.txt
10187189	text_16-01-yxh/16-01-pk.txt
101873294	23-09-text/23-09-us5.txt
10187504	text_16-01-yxh/16-01-pk.txt
