lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
blockade	471	2398	283.22	70.29	133.34	556.93	120.47	POSKW
distribution	265	1223	159.35	35.85	69.16	348.65	126.54	POSKW
starve	255	1137	153.34	33.33	64.7	347.58	128.59	POSKW
chariot	57	29	34.28	0.85	4.0	242.67	190.32	POSKW
starvation	270	1716	162.36	50.3	92.3	241.43	105.39	POSKW
lift	169	757	101.62	22.19	43.04	229.29	128.32	POSKW
famine	273	1834	164.16	53.75	97.93	225.36	101.33	POSKW
food	587	6125	352.98	179.52	311.95	204.07	65.15	POSKW
distribute	191	1134	114.85	33.24	61.58	187.28	110.22	POSKW
hunger	198	1264	119.06	37.05	67.95	175.95	105.07	POSKW
kitchen	90	308	54.12	9.03	18.5	156.19	142.82	POSKW
enter	453	4839	272.4	141.83	245.96	147.85	63.04	POSKW
egregious	66	163	39.69	4.78	10.64	145.55	157.02	POSKW
exclusive	108	508	64.94	14.89	28.63	139.28	125.4	POSKW
song	90	379	54.12	11.11	21.8	129.81	131.88	POSKW
aid	832	11118	500.3	325.87	555.4	126.06	42.23	POSKW
please	250	2236	150.33	65.54	115.54	124.77	78.56	POSKW
pressure	459	5294	276.01	155.17	267.38	119.6	56.05	POSKW
european	182	1429	109.44	41.88	74.87	116.7	89.29	POSKW
contractor	76	303	45.7	8.88	17.61	115.44	134.92	POSKW
review	206	1752	123.87	51.35	91.0	113.84	82.78	POSKW
supply	443	5158	266.39	151.18	260.32	112.01	55.18	POSKW
malnutrition	108	619	64.94	18.14	33.79	110.81	112.65	POSKW
mee	109	636	65.54	18.64	34.63	109.32	111.43	POSKW
concrete	116	730	69.75	21.4	39.32	105.16	106.1	POSKW
impartiality	59	196	35.48	5.74	11.85	104.9	144.26	POSKW
sanction	205	1817	123.27	53.26	93.98	104.26	79.32	POSKW
wholly	52	151	31.27	4.43	9.43	102.51	150.4	POSKW
us-backed	62	226	37.28	6.62	13.39	102.02	139.65	POSKW
irish	129	894	77.57	26.2	47.55	101.6	99.0	POSKW
unrivalled	103	609	61.94	17.85	33.09	101.54	110.51	POSKW
inadequate	62	231	37.28	6.77	13.62	100.1	138.52	POSKW
summon	56	189	33.67	5.54	11.39	98.3	143.49	POSKW
medicine	206	1886	123.87	55.28	97.23	97.83	76.58	POSKW
necessarily	98	574	58.93	16.82	31.23	97.8	111.16	POSKW
unpack	97	570	58.33	16.71	31.0	96.4	110.94	POSKW
principle	170	1431	102.22	41.94	74.41	95.85	83.63	POSKW
title	112	742	67.35	21.75	39.69	94.37	102.36	POSKW
truck	240	2409	144.32	70.61	123.12	92.13	68.59	POSKW
expanded	58	221	34.88	6.48	12.97	91.8	137.35	POSKW
new	677	9276	407.1	271.88	462.59	91.71	39.83	POSKW
republish	101	656	60.73	19.23	35.18	87.58	103.82	POSKW
partnership	102	670	61.33	19.64	35.88	87.02	102.99	POSKW
trickle	68	325	40.89	9.53	18.27	86.22	124.42	POSKW
two-month	61	272	36.68	7.97	15.48	83.14	128.58	POSKW
baby	179	1669	107.64	48.92	85.89	81.68	75.01	POSKW
neutrality	64	304	38.48	8.91	17.1	81.68	124.8	POSKW
subscriber	77	434	46.3	12.72	23.75	80.68	113.79	POSKW
contest	69	355	41.49	10.41	19.71	80.62	119.8	POSKW
trade	173	1614	104.03	47.31	83.05	78.84	74.96	POSKW
renewed	116	890	69.75	26.09	46.76	77.44	91.13	POSKW
programme	139	1187	83.58	34.79	61.63	76.2	82.44	POSKW
hungry	73	415	43.9	12.16	22.68	75.68	113.21	POSKW
colleague	148	1322	89.0	38.75	68.32	74.07	78.67	POSKW
steal	85	551	51.11	16.15	29.56	73.91	103.96	POSKW
insight	109	834	65.54	24.44	43.83	73.11	91.34	POSKW
criticise	149	1358	89.6	39.8	70.04	71.45	76.96	POSKW
reflect	192	1957	115.45	57.36	99.88	70.92	67.23	POSKW
allow	591	8337	355.38	244.36	414.95	69.59	37.02	POSKW
credit	248	2803	149.13	82.16	141.8	68.79	57.91	POSKW
coverage	159	1538	95.61	45.08	78.87	66.72	71.83	POSKW
sell	107	856	64.34	25.09	44.76	66.35	87.78	POSKW
flour	71	438	42.69	12.84	23.66	66.15	107.53	POSKW
broadcaster	89	645	53.52	18.9	34.11	65.34	95.59	POSKW
approve	171	1721	102.83	50.44	87.93	65.21	68.36	POSKW
population	458	6223	275.41	182.4	310.51	64.46	40.63	POSKW
organisation	277	3321	166.57	97.34	167.22	63.59	52.46	POSKW
preference	55	290	33.07	8.5	16.03	62.46	118.22	POSKW
plan	539	7698	324.11	225.63	382.83	59.59	35.83	POSKW
sale	109	946	65.54	27.73	49.03	57.86	81.09	POSKW
letter	205	2308	123.27	67.65	116.8	57.54	58.27	POSKW
warehouse	58	345	34.88	10.11	18.73	56.73	110.09	POSKW
private	128	1213	76.97	35.55	62.33	56.32	73.61	POSKW
criticism	225	2636	135.3	77.26	132.97	55.77	54.61	POSKW
fee	107	946	64.34	27.73	48.94	54.7	79.54	POSKW
associate	143	1438	85.99	42.15	73.48	54.64	68.43	POSKW
describe	415	5730	249.55	167.95	285.6	54.24	39.09	POSKW
learn	219	2586	131.69	75.8	130.37	52.9	53.88	POSKW
action	578	8561	347.56	250.92	424.75	52.34	32.3	POSKW
ban	176	1951	105.83	57.18	98.86	51.72	59.69	POSKW
resumption	70	506	42.09	14.83	26.77	51.6	95.78	POSKW
government	825	12946	496.09	379.45	640.04	51.56	26.64	POSKW
amount	188	2135	113.05	62.58	107.97	51.4	57.48	POSKW
intrusion	74	556	44.5	16.3	29.28	51.19	92.78	POSKW
inaccuracy	74	557	44.5	16.33	29.33	51.04	92.64	POSKW
humanitarian	782	12230	470.23	358.46	604.76	50.05	26.98	POSKW
foundation	71	531	42.69	15.56	27.98	49.5	93.14	POSKW
suspend	159	1729	95.61	50.68	87.75	49.38	61.43	POSKW
expansion	83	694	49.91	20.34	36.11	47.4	84.18	POSKW
dissatisfy	70	536	42.09	15.71	28.17	46.89	91.28	POSKW
hub	60	418	36.08	12.25	22.22	46.88	98.6	POSKW
impose	182	2110	109.44	61.84	106.53	46.65	55.58	POSKW
adhere	105	1000	63.14	29.31	51.36	45.68	73.18	POSKW
expand	180	2103	108.24	61.64	106.11	45.01	54.86	POSKW
resume	187	2218	112.45	65.01	111.78	44.51	53.46	POSKW
meal	79	667	47.5	19.55	34.67	44.28	83.38	POSKW
independence	68	532	40.89	15.59	27.89	43.88	89.57	POSKW
macron	63	473	37.88	13.86	24.91	43.64	92.84	POSKW
feed	100	960	60.13	28.14	49.27	42.71	72.49	POSKW
zionism	61	456	36.68	13.37	24.03	42.56	93.18	POSKW
newsletter	179	2126	107.64	62.31	107.13	42.41	53.34	POSKW
block	245	3178	147.32	93.15	159.09	42.04	45.06	POSKW
defeat	138	1512	82.98	44.32	76.69	41.95	60.75	POSKW
analysis	151	1708	90.8	50.06	86.4	41.79	57.84	POSKW
artist	72	597	43.3	17.5	31.09	41.78	84.87	POSKW
deliver	316	4358	190.02	127.73	217.23	41.53	39.2	POSKW
genocide	392	5648	235.72	165.54	280.72	41.38	34.98	POSKW
content	283	3818	170.17	111.91	190.6	41.12	41.31	POSKW
envoy	129	1391	77.57	40.77	70.65	41.02	62.19	POSKW
consent	69	565	41.49	16.56	29.47	40.99	85.89	POSKW
complicit	85	785	51.11	23.01	40.44	39.61	75.83	POSKW
complaint	114	1192	68.55	34.94	60.7	39.41	64.96	POSKW
editor	125	1353	75.17	39.66	68.69	39.33	61.85	POSKW
risk	329	4627	197.84	135.62	230.34	39.33	37.32	POSKW
british	152	1774	91.4	52.0	89.52	38.14	54.96	POSKW
displacement	173	2099	104.03	61.52	105.6	38.12	51.35	POSKW
write	401	5892	241.13	172.69	292.48	38.02	33.07	POSKW
association	52	380	31.27	11.14	20.08	37.66	94.94	POSKW
exclude	50	357	30.07	10.46	18.92	37.59	96.73	POSKW
survive	160	1908	96.21	55.92	96.11	37.4	52.96	POSKW
associated	67	568	40.29	16.65	29.51	37.26	83.04	POSKW
fill	143	1650	85.99	48.36	83.33	37.21	56.01	POSKW
basic	156	1851	93.81	54.25	93.28	37.08	53.43	POSKW
load	82	778	49.31	22.8	39.97	35.98	73.51	POSKW
collect	113	1226	67.95	35.93	62.23	35.32	61.64	POSKW
moral	149	1771	89.6	51.91	89.24	35.22	53.27	POSKW
contact	189	2405	113.65	70.49	120.56	34.98	46.88	POSKW
