lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
feb	21	151	83.0	4.25	1.22	82.47	180.52	POSKW
offensive	110	6139	434.78	172.79	44.19	69.73	86.24	POSKW
refuge	39	1039	154.15	29.24	7.62	65.51	136.22	POSKW
tally	51	1876	201.58	52.8	13.63	60.61	116.97	POSKW
mostly	72	3618	284.58	101.84	26.09	54.93	94.59	POSKW
ministry	87	5447	343.87	153.32	39.13	43.71	76.65	POSKW
victory	42	1896	166.01	53.37	13.7	37.91	102.69	POSKW
city	102	7323	403.16	206.12	52.5	36.82	64.68	POSKW
six-week	22	603	86.96	16.97	4.42	35.96	134.68	POSKW
delusional	11	125	43.48	3.52	0.96	34.3	170.05	POSKW
truce	54	3135	213.44	88.24	22.55	31.73	83.0	POSKW
credible	20	571	79.05	16.07	4.18	31.42	132.42	POSKW
pause	51	2989	201.58	84.13	21.5	29.41	82.22	POSKW
health	104	8138	411.07	229.06	58.28	29.28	56.87	POSKW
southernmost	13	250	51.38	7.04	1.86	28.76	151.82	POSKW
territory	111	8942	438.74	251.69	64.01	28.47	54.18	POSKW
mediator	41	2182	162.06	61.42	15.72	28.34	90.07	POSKW
holy	22	765	86.96	21.53	5.56	27.96	120.61	POSKW
fifth	16	424	63.24	11.93	3.11	27.01	136.5	POSKW
quarter	19	604	75.1	17.0	4.41	26.7	126.16	POSKW
cram	12	235	47.43	6.61	1.75	26.18	151.04	POSKW
negotiation	66	4650	260.87	130.88	33.35	25.04	66.36	POSKW
egyptian	39	2175	154.15	61.22	15.65	24.76	86.3	POSKW
non-binding	9	128	35.57	3.6	0.97	24.54	163.21	POSKW
suspend	35	1853	138.34	52.16	13.35	24.42	90.48	POSKW
veto	22	861	86.96	24.23	6.24	24.19	112.82	POSKW
draft	23	949	90.91	26.71	6.87	23.58	109.16	POSKW
feed	24	1036	94.86	29.16	7.5	23.11	105.95	POSKW
african	18	622	71.15	17.51	4.53	23.04	121.01	POSKW
shelter	59	4165	233.2	117.23	29.87	22.27	66.19	POSKW
syndicated	8	112	31.62	3.15	0.85	22.03	163.74	POSKW
