lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
resettle	68	312	136.55	8.84	5.29	233.04	175.67	POSKW
fragile	96	814	192.77	23.07	12.67	230.21	157.25	POSKW
proposal	172	2937	345.38	83.24	43.27	222.75	122.32	POSKW
feb	49	123	98.39	3.49	2.39	216.81	186.31	POSKW
relocate	88	743	176.71	21.06	11.57	211.65	157.41	POSKW
phase	157	2887	315.26	81.82	42.37	186.47	117.58	POSKW
rebuild	102	1284	204.82	36.39	19.29	179.43	139.65	POSKW
handover	54	310	108.43	8.79	5.07	164.7	170.02	POSKW
displacement	121	2151	242.97	60.96	31.62	149.61	119.77	POSKW
estate	46	310	92.37	8.79	4.95	127.91	165.26	POSKW
prisoner	161	3991	323.29	113.11	57.79	126.13	96.32	POSKW
ownership	40	243	80.32	6.89	3.94	118.19	168.41	POSKW
idea	117	2443	234.94	69.24	35.63	118.13	108.95	POSKW
takeover	42	284	84.34	8.05	4.54	116.55	165.15	POSKW
redevelop	31	121	62.25	3.43	2.12	114.64	179.11	POSKW
reconstruction	69	942	138.55	26.7	14.07	112.64	135.38	POSKW
arab	145	3689	291.16	104.55	53.36	108.86	94.31	POSKW
unexploded	33	178	66.27	5.04	2.94	104.11	171.7	POSKW
stability	73	1178	146.59	33.39	17.41	100.63	125.8	POSKW
relocation	34	206	68.27	5.84	3.34	100.62	168.49	POSKW
plan	233	8004	467.87	226.85	114.64	95.51	69.39	POSKW
vision	61	878	122.49	24.88	13.07	94.62	132.46	POSKW
agreement	178	5585	357.43	158.29	80.21	89.89	77.23	POSKW
reject	137	3819	275.1	108.24	55.06	87.62	87.06	POSKW
propose	90	1935	180.72	54.84	28.18	87.29	106.88	POSKW
ceasefire	297	11571	596.39	327.95	165.18	86.35	58.08	POSKW
return	243	9049	487.95	256.47	129.33	80.6	62.19	POSKW
cleansing	62	1071	124.5	30.35	15.77	79.24	121.59	POSKW
hostage-prisoner	26	161	52.21	4.56	2.6	75.99	167.85	POSKW
violation	105	2811	210.84	79.67	40.58	72.24	90.3	POSKW
redevelopment	16	38	32.13	1.08	0.75	72.22	187.03	POSKW
swap	45	626	90.36	17.74	9.34	72.16	134.35	POSKW
permanently	41	522	82.33	14.79	7.84	71.39	139.07	POSKW
ethnic	66	1310	132.53	37.13	19.15	71.26	112.46	POSKW
hell	57	1014	114.46	28.74	14.91	70.42	119.72	POSKW
transfer	78	1782	156.63	50.51	25.89	69.33	102.47	POSKW
reaffirm	49	781	98.39	22.14	11.55	68.45	126.54	POSKW
homeland	60	1142	120.48	32.37	16.73	68.32	115.3	POSKW
envision	26	194	52.21	5.5	3.06	67.87	161.89	POSKW
exchange	144	4670	289.16	132.36	67.0	67.61	74.4	POSKW
land	141	4579	283.13	129.78	65.69	65.99	74.28	POSKW
gazan	90	2354	180.72	66.72	34.02	64.48	92.15	POSKW
truce	106	3083	212.85	87.38	44.38	62.54	83.58	POSKW
remark	88	2331	176.71	66.07	33.67	61.68	91.15	POSKW
creation	48	833	96.39	23.61	12.26	61.03	121.3	POSKW
displace	174	6381	349.4	180.85	91.23	60.21	63.57	POSKW
malay	15	49	30.12	1.39	0.89	59.91	182.37	POSKW
resettlement	23	180	46.18	5.1	2.83	58.21	160.21	POSKW
remains	33	430	66.27	12.19	6.44	56.26	137.86	POSKW
second	143	5034	287.15	142.67	72.05	55.13	67.22	POSKW
sovereignty	40	647	80.32	18.34	9.56	55.0	125.65	POSKW
effect	82	2232	164.66	63.26	32.21	54.77	88.98	POSKW
