lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
anniversary	199	651	216.07	18.67	21.88	565.37	168.18	POSKW
one-year	64	80	69.49	2.29	3.71	274.77	187.21	POSKW
year	649	13651	704.67	391.59	368.08	180.0	57.12	POSKW
missile	239	3361	259.5	96.41	92.66	166.42	91.64	POSKW
ballistic	79	512	85.78	14.69	15.21	140.05	141.52	POSKW
lebanese	150	1828	162.87	52.44	50.91	131.16	102.58	POSKW
credit	197	2854	213.9	81.87	78.53	130.21	89.28	POSKW
proxy	103	1067	111.83	30.61	30.12	112.31	114.05	POSKW
mark	198	3191	214.98	91.54	87.23	106.82	80.55	POSKW
vigil	54	326	58.63	9.35	9.78	101.59	144.98	POSKW
iranian	145	2033	157.44	58.32	56.06	101.49	91.88	POSKW
sinwar	33	105	35.83	3.01	3.55	95.2	168.98	POSKW
memorial	50	306	54.29	8.78	9.16	93.02	144.33	POSKW
commemorate	47	285	51.03	8.18	8.55	88.1	144.77	POSKW
jewish	301	6446	326.82	184.91	173.67	78.9	55.46	POSKW
mastermind	46	310	49.95	8.89	9.16	78.82	139.54	POSKW
assassination	81	920	87.95	26.39	25.77	78.28	107.67	POSKW
year-long	29	108	31.49	3.1	3.53	76.46	164.17	POSKW
suburb	66	655	71.66	18.79	18.56	75.87	116.91	POSKW
past	275	5804	298.59	166.49	156.47	75.47	56.8	POSKW
massacre	166	2996	180.24	85.94	81.39	69.75	70.85	POSKW
commemoration	29	156	31.49	4.48	4.76	59.73	150.23	POSKW
photo	196	4128	212.81	118.42	111.3	54.14	57.0	POSKW
leader	413	10576	448.43	303.38	282.86	53.95	38.58	POSKW
peacekeeper	29	178	31.49	5.11	5.33	53.82	144.19	POSKW
event	221	4908	239.96	140.79	132.02	51.36	52.09	POSKW
architect	28	180	30.4	5.16	5.35	49.98	141.93	POSKW
ago	189	4050	205.21	116.18	109.11	49.44	55.4	POSKW
barrage	59	747	64.06	21.43	20.75	48.72	99.74	POSKW
opportunity	117	2140	127.04	61.39	58.09	47.6	69.68	POSKW
blow	79	1235	85.78	35.43	33.82	45.29	83.08	POSKW
rally	119	2321	129.21	66.58	62.81	41.05	63.97	POSKW
rocket	169	3734	183.5	107.11	100.46	39.97	52.57	POSKW
terrorist	350	9292	380.02	266.55	248.18	38.11	35.1	POSKW
strength	60	895	65.15	25.67	24.58	37.61	86.92	POSKW
embargo	37	422	40.17	12.11	11.81	35.55	107.38	POSKW
organize	61	948	66.23	27.19	25.97	35.38	83.57	POSKW
terror	189	4460	205.21	127.94	119.66	35.16	46.39	POSKW
personal	109	2181	118.35	62.56	58.94	35.04	61.67	POSKW
escalate	128	2738	138.98	78.54	73.77	33.68	55.57	POSKW
moment	157	3573	170.47	102.5	96.01	33.47	49.8	POSKW
hatred	57	900	61.89	25.82	24.63	32.04	82.26	POSKW
