lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
president-elect	246	439	149.0	12.86	31.61	660.4	168.21	POSKW
deal	977	7961	591.76	233.26	412.42	594.31	86.91	POSKW
phase	476	2568	288.31	75.24	140.46	531.22	117.21	POSKW
agreement	704	5059	426.41	148.23	265.92	530.54	96.82	POSKW
prisoner	571	3581	345.85	104.92	191.58	525.89	106.9	POSKW
female	204	520	123.56	15.24	33.41	443.15	156.09	POSKW
ceasefire	1077	10791	652.33	316.17	547.61	423.27	69.42	POSKW
inauguration	162	353	98.12	10.34	23.76	388.6	161.86	POSKW
incoming	153	447	92.67	13.1	27.69	302.19	150.47	POSKW
effect	317	1997	192.0	58.51	106.77	290.16	106.57	POSKW
reunite	158	533	95.7	15.62	31.88	279.36	143.88	POSKW
return	795	8497	481.53	248.96	428.75	264.62	63.67	POSKW
credit	358	2693	216.84	78.9	140.78	250.46	93.28	POSKW
outgoing	90	179	54.51	5.24	12.41	227.69	164.89	POSKW
release	1008	12265	610.54	359.36	612.44	225.89	51.79	POSKW
exchange	465	4349	281.65	127.42	222.13	214.41	75.4	POSKW
captive	340	2847	205.94	83.42	147.05	196.56	84.69	POSKW
captivity	273	2032	165.35	59.54	106.36	194.37	94.11	POSKW
sentence	150	754	90.85	22.09	41.71	181.58	121.76	POSKW
finally	206	1393	124.77	40.81	73.78	170.4	101.41	POSKW
joy	111	470	67.23	13.77	26.81	160.53	132.0	POSKW
list	276	2323	167.17	68.06	119.92	158.01	84.26	POSKW
six-week	114	511	69.05	14.97	28.84	155.85	128.72	POSKW
first	875	11668	529.98	341.87	578.76	138.26	43.15	POSKW
implement	210	1638	127.2	47.99	85.27	138.12	90.42	POSKW
withdrawal	215	1706	130.22	49.99	88.64	137.21	89.05	POSKW
alive	281	2566	170.2	75.18	131.37	136.46	77.44	POSKW
mediator	236	1987	142.94	58.22	102.57	135.02	84.24	POSKW
wait	274	2507	165.96	73.45	128.32	132.5	77.28	POSKW
envoy	182	1338	110.24	39.2	70.14	132.23	95.07	POSKW
free	584	7130	353.73	208.91	355.94	129.35	51.48	POSKW
final	224	1879	135.68	55.05	97.04	129.06	84.54	POSKW
rebuild	169	1217	102.36	35.66	63.95	126.94	96.66	POSKW
soldier	473	5544	286.49	162.44	277.64	120.01	55.27	POSKW
detainee	124	750	75.11	21.97	40.33	119.91	109.46	POSKW
term	406	4545	245.91	133.17	228.45	118.59	59.48	POSKW
jail	145	989	87.83	28.98	52.32	118.41	100.76	POSKW
negotiation	390	4326	236.22	126.75	217.6	117.01	60.32	POSKW
withdraw	242	2238	146.58	65.57	114.43	114.37	76.37	POSKW
reconstruction	133	878	80.56	25.73	46.65	113.96	103.18	POSKW
last-minute	53	138	32.1	4.04	8.81	113.5	155.25	POSKW
set	492	5978	298.0	175.15	298.54	110.79	51.93	POSKW
hell	136	935	82.37	27.4	49.42	109.75	100.17	POSKW
family	742	10075	449.42	295.19	499.12	108.42	41.43	POSKW
convict	76	335	46.03	9.82	18.96	105.66	129.7	POSKW
hope	477	5829	288.92	170.79	290.97	105.31	51.39	POSKW
fragile	120	790	72.68	23.15	41.99	103.23	103.38	POSKW
agree	420	4973	254.39	145.71	248.84	103.13	54.33	POSKW
implementation	113	718	68.44	21.04	38.34	102.21	105.96	POSKW
hostage	1024	15027	620.23	440.29	740.62	102.04	33.93	POSKW
prison	158	1295	95.7	37.94	67.04	95.08	86.43	POSKW
home	733	10282	443.97	301.26	508.25	92.15	38.3	POSKW
office	463	5842	280.44	171.17	290.92	91.1	48.39	POSKW
far-right	141	1112	85.4	32.58	57.82	90.96	89.54	POSKW
unrivalled	98	614	59.36	17.99	32.85	90.38	106.97	POSKW
love	267	2840	161.72	83.21	143.36	90.04	64.11	POSKW
handover	66	298	39.98	8.73	16.8	89.57	128.3	POSKW
republish	101	656	61.18	19.22	34.93	88.58	104.37	POSKW
mee	100	645	60.57	18.9	34.38	88.57	104.88	POSKW
month	908	13395	549.97	392.47	659.97	87.87	33.42	POSKW
hand	377	4555	228.35	133.46	227.57	86.55	52.45	POSKW
stage	272	2956	164.75	86.61	148.95	86.48	62.17	POSKW
one	213	2161	129.01	63.32	109.54	81.17	68.32	POSKW
welcome	221	2281	133.86	66.83	115.45	80.65	66.79	POSKW
up	282	3181	170.81	93.2	159.79	80.54	58.79	POSKW
delay	177	1688	107.21	49.46	86.05	78.13	73.72	POSKW
second	380	4797	230.16	140.55	238.88	74.64	48.35	POSKW
hold	913	13900	553.0	407.27	683.5	73.39	30.35	POSKW
fill	166	1627	100.55	47.67	82.73	68.78	71.35	POSKW
expect	389	5061	235.61	148.29	251.47	68.01	45.5	POSKW
unpack	84	583	50.88	17.08	30.78	66.82	99.46	POSKW
woman	586	8413	354.94	246.5	415.23	65.62	36.06	POSKW
announcement	166	1677	100.55	49.14	85.04	63.93	68.69	POSKW
celebration	88	653	53.3	19.13	34.19	62.97	94.34	POSKW
