lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
president-elect	102	583	116.84	16.7	16.71	209.8	149.97	POSKW
dec	29	17	33.22	0.49	1.12	155.6	194.22	POSKW
storied	27	23	30.93	0.66	1.22	132.66	191.66	POSKW
winter	59	369	67.58	10.57	10.44	113.1	145.9	POSKW
amnesty	60	428	68.73	12.26	11.91	102.92	139.44	POSKW
indonesian	49	275	56.13	7.88	7.91	102.18	150.77	POSKW
credit	165	2886	189.0	82.67	74.44	84.33	78.28	POSKW
patient	114	1673	130.58	47.93	43.6	81.22	92.61	POSKW
unpack	57	610	65.29	17.47	16.27	64.05	115.55	POSKW
cold	56	596	64.15	17.07	15.91	63.35	115.92	POSKW
harder	32	196	36.66	5.61	5.56	62.38	146.87	POSKW
healthcare	69	873	79.04	25.01	22.98	62.02	103.86	POSKW
unrivalled	57	655	65.29	18.76	17.37	58.5	110.71	POSKW
director	152	3013	174.11	86.31	77.22	58.14	67.43	POSKW
mee	58	687	66.44	19.68	18.18	57.17	108.59	POSKW
operative	59	708	67.58	20.28	18.71	57.13	107.67	POSKW
medic	77	1142	88.2	32.71	29.74	53.88	91.78	POSKW
republish	57	700	65.29	20.05	18.47	53.45	106.02	POSKW
insight	65	878	74.46	25.15	23.01	52.97	99.0	POSKW
genocide	239	5801	273.77	166.18	147.37	49.3	48.91	POSKW
analysis	97	1762	111.11	50.48	45.36	45.67	75.05	POSKW
year	480	13820	549.83	395.9	348.9	45.28	32.55	POSKW
anybody	31	276	35.51	7.91	7.49	42.94	127.16	POSKW
irish	62	961	71.02	27.53	24.96	40.14	88.26	POSKW
up	146	3317	167.24	95.02	84.49	37.82	55.07	POSKW
buffer	38	451	43.53	12.92	11.93	37.36	108.45	POSKW
accuse	240	6258	274.91	179.27	158.54	37.15	42.12	POSKW
serve	161	3822	184.42	109.49	97.18	35.97	50.99	POSKW
blanket	35	405	40.09	11.6	10.74	35.6	110.23	POSKW
