lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
phase	463	2581	280.78	75.62	140.29	497.53	115.13	POSKW
rebuild	291	1095	176.47	32.08	63.88	469.76	138.47	POSKW
resettle	154	226	93.39	6.62	17.51	456.05	173.52	POSKW
handover	151	213	91.57	6.24	16.78	455.43	174.48	POSKW
ownership	127	156	77.02	4.57	13.04	407.0	177.59	POSKW
relocate	202	629	122.5	18.43	38.3	380.81	147.69	POSKW
cleansing	228	905	138.27	26.51	52.22	350.84	135.64	POSKW
idea	348	2212	211.04	64.81	117.98	315.2	106.02	POSKW
proposal	390	2719	236.51	79.66	143.28	308.72	99.22	POSKW
ethnic	237	1139	143.72	33.37	63.41	301.78	124.63	POSKW
estate	118	238	71.56	6.97	16.41	296.42	164.48	POSKW
emaciate	77	62	46.69	1.82	6.41	288.67	185.02	POSKW
fragile	182	728	110.37	21.33	41.94	278.08	135.22	POSKW
return	793	8499	480.9	249.0	428.23	262.92	63.54	POSKW
redevelop	74	78	44.88	2.29	7.01	252.18	180.62	POSKW
reconstruction	182	829	110.37	24.29	46.59	245.13	127.85	POSKW
unexploded	83	128	50.33	3.75	9.72	240.06	172.26	POSKW
hell	183	888	110.98	26.02	49.36	230.62	124.04	POSKW
plan	697	7540	422.68	220.91	379.61	225.27	62.7	POSKW
captivity	280	2025	169.8	59.33	106.23	209.32	96.43	POSKW
feb	69	103	41.84	3.02	7.93	202.7	173.09	POSKW
coffin	89	212	53.97	6.21	13.87	202.24	158.72	POSKW
prisoner	409	3743	248.03	109.66	191.35	198.25	77.37	POSKW
forensic	75	165	45.48	4.83	11.06	179.04	161.57	POSKW
deal	701	8237	425.11	241.33	411.92	177.17	55.15	POSKW
arab	374	3460	226.8	101.37	176.69	177.11	76.44	POSKW
noon	69	146	41.84	4.28	9.91	168.58	162.9	POSKW
suggestion	111	479	67.31	14.03	27.19	157.81	130.99	POSKW
rebuilding	67	153	40.63	4.48	10.14	156.34	160.25	POSKW
beautiful	104	424	63.07	12.42	24.33	156.12	134.18	POSKW
oval	86	287	52.15	8.41	17.19	153.56	144.46	POSKW
demolition	89	317	53.97	9.29	18.71	150.63	141.27	POSKW
relocation	68	172	41.24	5.04	11.06	148.62	156.44	POSKW
vision	140	799	84.9	23.41	43.27	146.13	113.55	POSKW
stage	313	2915	189.81	85.4	148.77	146.09	75.87	POSKW
takeover	78	248	47.3	7.27	15.02	144.7	146.74	POSKW
second	440	4737	266.83	138.78	238.59	144.1	63.14	POSKW
agreement	477	5286	289.27	154.87	265.59	144.04	60.52	POSKW
ceasefire	830	11038	503.34	323.39	546.95	133.37	43.53	POSKW
permanently	100	463	60.64	13.56	25.95	132.44	126.88	POSKW
resettlement	58	145	35.17	4.25	9.36	127.75	156.89	POSKW
president	444	5026	269.25	147.25	252.09	125.97	58.58	POSKW
exchange	402	4412	243.78	129.26	221.86	124.79	61.4	POSKW
conference	283	2746	171.62	80.45	139.59	120.42	72.33	POSKW
future	375	4075	227.41	119.39	205.08	119.69	62.3	POSKW
expulsion	94	461	57.0	13.51	25.58	117.1	123.38	POSKW
ceremony	146	1020	88.54	29.88	53.74	115.21	99.06	POSKW
hand	401	4531	243.18	132.75	227.3	114.39	58.75	POSKW
father	241	2228	146.15	65.28	113.79	114.3	76.5	POSKW
deceased	81	353	49.12	10.34	20.0	114.05	130.43	POSKW
delay	198	1667	120.07	48.84	85.95	113.57	84.34	POSKW
suggest	304	3121	184.35	91.44	157.84	112.82	67.38	POSKW
land	383	4337	232.26	127.07	217.53	108.55	58.55	POSKW
postpone	69	271	41.84	7.94	15.67	107.2	136.21	POSKW
displacement	222	2050	134.63	60.06	104.71	105.55	76.6	POSKW
living	160	1263	97.03	37.0	65.58	103.29	89.57	POSKW
remains	80	383	48.51	11.22	21.34	102.28	124.86	POSKW
home	745	10270	451.79	300.89	507.64	102.27	40.1	POSKW
credit	272	2779	164.95	81.42	140.61	102.18	67.81	POSKW
own	470	5808	285.02	170.16	289.33	100.22	50.47	POSKW
wife	180	1543	109.16	45.21	79.41	99.72	82.86	POSKW
violation	261	2655	158.28	77.79	134.39	99.13	68.19	POSKW
captive	278	2909	168.59	85.23	146.88	98.24	65.68	POSKW
live	554	7236	335.96	212.0	359.01	95.85	45.24	POSKW
kibbutz	177	1545	107.34	45.27	79.36	94.61	81.35	POSKW
detainee	113	761	68.53	22.3	40.28	94.23	101.8	POSKW
swap	96	575	58.22	16.85	30.92	94.2	110.23	POSKW
parade	78	394	47.3	11.54	21.75	94.05	121.53	POSKW
captor	70	326	42.45	9.55	18.25	92.14	126.53	POSKW
reject	318	3638	192.84	106.59	182.32	87.38	57.61	POSKW
next	425	5337	257.73	156.36	265.55	85.52	48.96	POSKW
effect	211	2103	127.96	61.61	106.64	84.26	69.99	POSKW
son	216	2177	130.99	63.78	110.28	83.94	69.01	POSKW
first	805	11738	488.17	343.9	578.06	83.63	34.68	POSKW
expel	100	688	60.64	20.16	36.32	80.77	100.21	POSKW
think	491	6517	297.76	190.94	322.97	79.54	43.72	POSKW
ll	222	2316	134.63	67.85	116.97	79.07	65.95	POSKW
real	223	2346	135.23	68.73	118.39	77.7	65.21	POSKW
housing	109	819	66.1	24.0	42.77	76.57	93.47	POSKW
forcibly	91	611	55.18	17.9	32.35	76.22	102.03	POSKW
mee	94	651	57.0	19.07	34.33	75.17	99.72	POSKW
mother	241	2643	146.15	77.43	132.91	74.97	61.47	POSKW
term	366	4585	221.95	134.33	228.17	74.3	49.19	POSKW
transfer	172	1688	104.31	49.46	85.72	71.27	71.35	POSKW
piece	131	1134	79.44	33.22	58.3	71.19	82.04	POSKW
homeland	126	1076	76.41	31.52	55.4	70.32	83.17	POSKW
unrivalled	89	623	53.97	18.25	32.81	70.02	98.91	POSKW
republish	92	665	55.79	19.48	34.89	68.84	96.47	POSKW
cruel	73	452	44.27	13.24	24.2	68.54	107.9	POSKW
schedule	143	1316	86.72	38.56	67.24	68.49	76.89	POSKW
release	821	12452	497.88	364.82	611.7	68.09	30.85	POSKW
transform	65	370	39.42	10.84	20.05	68.07	113.72	POSKW
rejection	69	414	41.84	12.13	22.26	67.55	110.11	POSKW
gazan	207	2237	125.53	65.54	112.63	67.09	62.79	POSKW
bus	76	501	46.09	14.68	26.59	65.38	103.38	POSKW
job	159	1577	96.42	46.2	80.01	64.25	70.42	POSKW
long-term	122	1075	73.98	31.5	55.16	63.98	80.56	POSKW
thai	61	355	36.99	10.4	19.17	62.12	112.22	POSKW
remove	210	2363	127.35	69.23	118.58	60.65	59.13	POSKW
unpack	81	586	49.12	17.17	30.74	60.52	96.4	POSKW
turn	336	4389	203.76	128.59	217.76	58.11	45.24	POSKW
