Dependent	Source	DF	SS	MS	FValue	ProbF
fac5	Model	43	26452.7579	615.1804	57.59	<.0001
fac5	Error	35737	381772.8159	10.6828	_	_
fac5	Corrected Total	35780	408225.5738	_	_	_
