Dependent	Source	DF	SS	MS	FValue	ProbF
fac7	Model	43	8008.2200	186.2377	52.42	<.0001
fac7	Error	35737	126956.4354	3.5525	_	_
fac7	Corrected Total	35780	134964.6554	_	_	_
