Dependent	Source	DF	SS	MS	FValue	ProbF
fac8	Model	43	8807.4205	204.8237	70.87	<.0001
fac8	Error	35737	103281.6564	2.8900	_	_
fac8	Corrected Total	35780	112089.0769	_	_	_
