Dependent	Source	DF	SS	MS	FValue	ProbF
fac1	Model	43	96281.414	2239.103	38.80	<.0001
fac1	Error	35737	2062178.872	57.704	_	_
fac1	Corrected Total	35780	2158460.286	_	_	_
