Dependent	Source	DF	SS	MS	FValue	ProbF
fac6	Model	43	8097.59816	188.31624	91.39	<.0001
fac6	Error	35737	73635.34447	2.06048	_	_
fac6	Corrected Total	35780	81732.94262	_	_	_
