Dependent	Source	DF	SS	MS	FValue	ProbF
fac9	Model	43	2423.53232	56.36122	61.18	<.0001
fac9	Error	35737	32923.61969	0.92128	_	_
fac9	Corrected Total	35780	35347.15201	_	_	_
