_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,loaded,factor,pole
v000189,-0.135489533,0.0005939279,0.2535334236,0.0161157755,0.1205081878,-0.033253586,0.0245045871,0.5710952353,0.0203256588,1,fac8,1
v000190,-0.436844727,-0.140861165,0.1192981784,-0.218546979,0.237355274,-0.338527525,0.1354910857,0.5569922814,0.0085514734,1,fac8,1
v000191,-0.100134104,-0.180168145,0.0445537385,-0.067831043,0.3739176771,0.3891327737,-0.149736378,0.0836210843,0.0868063231,1,fac6,1
v000192,-0.271187988,-0.012894539,0.7873616286,-0.097252373,0.2371526756,-0.058857538,0.1346579956,-0.026125047,-0.074670542,1,fac3,1
v000193,-0.209205813,0.4211657004,0.211486862,-0.171970107,-0.002712663,0.5196168492,0.2033828082,-0.170667243,0.0757831513,1,fac6,1
v000194,-0.111820221,0.3981430881,0.2068349512,-0.078668042,-0.043766103,0.1814094851,-0.00849549,0.3004204156,0.1129241915,1,fac2,1
v000195,-0.076657569,0.059463007,0.0780102549,0.2964662786,0.0971583007,0.12858232,0.0731833395,0.1734188129,-0.195920924,0,,
v000196,0.2410560518,0.1294291456,-0.087479189,0.0086618158,0.3425741931,-0.122578048,-0.022602066,-0.105750583,0.0195420872,1,fac5,1
v000197,0.2179560839,-0.02203359,0.0789673905,0.0976245887,0.0183940341,0.4476468173,-0.006945245,-0.188347013,-0.346069306,1,fac6,1
v000198,0.0447187287,-0.127281973,0.0515121329,0.2705983955,0.1704068578,0.1089080984,0.0791286031,-0.115982008,-0.342536762,1,fac9,-1
v000199,0.0410923046,-0.04308031,-0.047544519,-0.117576964,0.4895714483,-0.083658659,-0.044502653,0.3045477235,0.095489578,1,fac5,1
v000200,0.525664205,-0.077562103,-0.113839485,-0.088363197,-0.032798753,0.1556884138,-0.058224259,-0.003517761,0.0641225094,1,fac1,1
v000201,0.0234377393,0.1247054829,-0.139380942,0.050193592,0.3529060878,0.0193050747,0.2538749774,0.2107696511,0.0300164655,1,fac5,1
v000202,0.0645228483,0.087816923,-0.070359574,0.0125324201,0.2189421322,-0.049907516,0.1763107078,0.2055139833,0.0895271886,0,,
v000203,0.0065995722,-0.064922147,0.3263975956,-0.053339167,0.4258082859,0.0004957131,0.1863701756,-0.036588656,0.0386863492,1,fac5,1
v000204,0.0537351055,-0.089660539,0.099805519,-0.007895718,0.2869511397,0.0571056078,-0.172782137,-0.064744033,-0.188716792,0,,
v000205,-0.220298996,0.2301854649,0.0432319094,-0.237134865,0.1782937853,0.092837164,-0.13850433,0.0983989561,0.3160104736,1,fac9,1
v000206,-0.083772043,0.0594218122,0.7743672687,0.0246657975,0.2510336068,-0.162093376,0.0629879272,-0.109795068,-0.011760182,1,fac3,1
v000207,0.606363485,-0.049164525,-0.087761149,0.0082744542,-0.183281632,0.0270135056,-0.130898513,-0.154184234,-0.006227023,1,fac1,1
v000208,0.1001063871,0.0357101908,0.0253446917,0.1572131583,0.2564654621,0.03813203,0.0765103561,0.2159891743,-0.017697488,0,,
v000209,-0.17881603,0.0595222302,0.0172554723,0.1255470088,-0.080264976,-0.027765651,-0.235044597,0.0733119801,-0.156606096,0,,
v000210,0.0624262755,0.2285480452,-0.003014576,-0.192059471,-0.067333316,0.6315879742,-0.300300242,-0.219459689,-0.02207711,1,fac6,1
v000211,0.0422176757,0.0186630752,0.1797140199,-0.090428871,0.4315174141,-0.040684146,0.0411862204,-0.062991882,-0.007120623,1,fac5,1
v000212,-0.023990846,0.0481708632,0.219758148,-0.034831246,0.3651449578,-0.039378597,0.0024681129,-0.04269693,-0.049972202,1,fac5,1
v000213,0.1698337676,-0.023187354,-0.162200079,-0.043765528,0.1199885366,0.1137604528,0.1438976167,0.1163354617,0.0059391532,0,,
v000214,0.2581062244,0.0394414088,-0.046963699,0.1262273598,-0.12464464,0.0193877734,-0.118757278,-0.143143129,0.0139751949,0,,
v000215,0.3125939785,0.4649086894,-0.034028791,0.0491169849,-0.051117152,-0.038204409,0.0013577764,-0.055639043,-0.014286551,1,fac2,1
v000216,0.4689379501,-0.074349742,-0.112790273,0.1202132458,0.0040875445,0.1495451627,0.1056156566,-0.021537251,-0.027474184,1,fac1,1
v000217,0.1515222674,-0.098041449,0.1054466796,0.0498545018,-0.217245524,0.1135923229,-0.320170713,-0.025196607,-0.01578942,1,fac7,-1
v000218,-0.107921381,0.1859688156,-0.036930953,-0.075287067,0.1353934066,0.1044962611,0.3467913181,0.0494179068,-0.402886525,1,fac9,-1
v000219,-0.425978003,0.1984212184,-0.371567734,0.0436955241,-0.161541896,-0.094524497,0.4488447572,0.2158221787,0.213927666,1,fac7,1
v000220,-0.1114561,-0.23732508,1.2671054502,-0.048066586,-0.05892053,-0.193017428,0.3786331597,-0.440680331,-0.043341887,1,fac3,1
v000221,0.1093519587,-0.060321153,0.0647375638,0.0810891417,-0.190117532,-0.137882217,-0.366805451,-0.074649819,0.0532295272,1,fac7,-1
v000222,0.3238089945,0.0618289119,-0.108941745,0.0367632833,0.0596640248,0.0372746406,-0.161158682,-0.199725999,-0.002429583,1,fac1,1
v000223,-0.173517528,0.5365229146,-0.10846998,-0.017914485,0.0622654721,-0.072482116,-0.005910421,0.2314901041,0.0967882542,1,fac2,1
v000224,-0.020733155,-0.084471488,0.2689468752,0.4449877195,-0.029568237,-0.102717485,0.0260218431,0.1315848535,0.0976346196,1,fac4,1
v000225,-0.080313683,-0.004601982,-0.155705065,0.5937488805,-0.2767094,-0.062077629,-0.006851043,0.0346233508,-0.004836295,1,fac4,1
v000226,0.2488445615,0.0988403504,-0.158110743,-0.100939943,0.000653868,-0.065860084,-0.084417266,-0.025283056,0.0329040384,0,,
v000227,0.2039268312,0.0172678955,-0.089630736,0.1370049517,-0.017693928,-0.020590562,0.0158248429,-0.102083213,0.5208742062,1,fac9,1
v000228,-0.150365079,-0.042538795,0.0737188905,0.0642987591,0.2502950868,-0.029856256,0.140528217,0.1412566727,0.2000166733,0,,
v000229,0.301448459,0.0186414203,-0.100724156,0.1136952635,0.2106087517,0.0465226896,0.0384829061,0.1376431268,-0.200136753,1,fac1,1
v000230,0.0920397029,0.2693848529,-0.124455185,-0.008118579,0.1272557337,0.101178035,0.0831297685,-0.192450814,0.0008221287,0,,
v000231,-0.101602008,0.183532163,0.0687871801,-0.080533018,0.2416667791,0.0466515647,-0.008260024,0.1979274064,0.0406486201,0,,
v000232,0.6727461835,-0.331433037,-0.148053063,-0.103685779,0.1046388235,0.1505139163,0.0896840543,0.0597298501,0.3597198403,1,fac1,1
v000233,0.0141341027,-0.061272502,-0.060924513,0.0784768692,0.1076872517,-0.082947805,-0.05266952,0.6613397661,-0.159901576,1,fac8,1
v000234,0.0593346945,-0.015018569,-0.018576973,0.3268623147,-0.003733708,0.0078237998,0.0657714283,0.1601013084,0.0427065271,1,fac4,1
v000235,0.4522472954,-0.084468178,-0.171557569,0.0438767531,0.0701651882,0.2280255478,0.2008599711,0.0530820733,0.002464959,1,fac1,1
v000236,0.1622300449,-0.025966476,-0.168163504,0.2116933447,-0.053381355,0.0535394479,0.220756067,0.411662123,-0.227607014,1,fac8,1
v000237,0.0183738762,-0.096937251,0.1119741044,0.1464926722,0.013952763,0.0242444405,0.0718735362,0.1722991006,0.0546916749,0,,
v000238,-0.187447769,-0.068123417,0.0230631149,0.0173869859,0.0706802906,-0.147835545,-0.153171626,0.7423970606,-0.025220378,1,fac8,1
v000239,-0.223895148,-0.075256692,0.0609340862,0.0136431962,0.1669197887,-0.088118191,-0.047314891,0.5584114913,0.0308925091,1,fac8,1
v000240,0.0189276662,-0.097992351,-0.144831665,0.2534021812,0.3061826773,-0.129458772,-0.136469871,-0.048540345,-0.511688163,1,fac9,-1
v000241,-0.115540788,-0.030498632,0.4774113364,-0.005944733,-0.070656353,-0.024007646,-0.148587779,0.1712848147,-0.000071814,1,fac3,1
v000242,-0.04975049,-0.03021491,0.5321305052,0.0647483627,-0.110577855,-0.043452797,-0.27080868,0.1689188119,0.0600511106,1,fac3,1
v000243,0.1764863197,0.0948791916,-0.165529657,-0.233314234,0.437325033,-0.339088774,-0.024928156,-0.038408267,0.3534403353,1,fac5,1
v000244,-0.217672768,-0.141974107,0.7696650241,0.1784603519,0.1515086514,0.3200521814,0.0349764654,-0.427974492,-0.099453329,1,fac3,1
v000245,-0.183315449,-0.176071819,0.740787943,0.0420164213,0.2127149721,0.3069243596,0.077866343,-0.295125822,-0.165576995,1,fac3,1
v000246,0.6818543253,-0.345383582,-0.160653508,0.0599718305,0.1888534485,0.0446127719,0.1563866851,-0.37986847,0.2266419443,1,fac1,1
v000247,0.0857959001,-0.057801598,0.5366983798,0.0853948663,0.0155029356,0.1511157329,-0.034789055,-0.392404225,0.0136197492,1,fac3,1
v000248,0.0819074893,-0.050932275,0.1901179356,0.4885192831,-0.053697147,0.0333405489,-0.125871821,-0.372935379,0.0515445697,1,fac4,1
v000249,0.0266386878,-0.06361187,0.7101537906,0.0966006694,0.1521920789,0.2020887241,0.0558544289,-0.484176709,0.0355651144,1,fac3,1
v000250,0.1367521756,0.6761056986,-0.181120166,-0.218626552,-0.048347643,-0.167470602,-0.243659877,-0.237322801,-0.063090885,1,fac2,1
v000251,-0.218642389,0.6825031113,-0.344798892,-0.510214733,-0.203119693,-0.333379743,-0.07733618,-0.373619178,-0.206098598,1,fac2,1
v000252,0.0879680332,0.3923080495,-0.010331116,-0.088310547,-0.036248885,0.0588319144,-0.301286747,-0.251101673,-0.130802674,1,fac2,1
v000253,0.1942544758,-0.069269776,0.0801870574,-0.057446294,0.0714687666,-0.03935826,-0.073064962,-0.01208928,-0.034600897,0,,
v000254,-0.320844228,-0.123288832,-0.417204937,-0.526954153,-0.222128048,-0.29724651,0.8909532494,-0.191200454,-0.248470464,1,fac7,1
v000255,-0.021276098,-0.024148642,-0.260395659,0.5005140236,0.1572046612,0.2285894465,0.0853840749,-0.279637976,-0.158198037,1,fac4,1
v000256,0.5199209691,0.0788798526,0.0758034622,0.1048528124,-0.178906612,0.10402959,0.2642337699,0.2503897512,-0.163279213,1,fac1,1
v000257,0.0915052491,-0.057615199,0.1011325981,-0.131371721,-0.094918332,-0.265639538,-0.313093699,0.0226060279,0.1974527793,1,fac7,-1
v000258,0.5747130361,-0.071373894,-0.088265608,-0.028430056,0.2126331206,-0.081413428,-0.092526236,0.0098538345,0.1026759394,1,fac1,1
v000259,0.0766265706,0.0003283263,0.064271771,-0.161000272,0.2520847626,-0.05420628,-0.260685822,0.0558789999,-0.09159313,0,,
v000260,0.460779769,0.020877668,-0.198930411,0.1982904007,0.0620875998,-0.112591724,0.0643882132,-0.120484288,-0.084668586,1,fac1,1
v000261,0.2145382165,-0.063888076,-0.237442495,0.1602619705,0.3648130027,-0.047286847,0.0375120792,-0.141490564,-0.218161648,1,fac5,1
v000262,0.1140890385,0.0375999477,0.3750284815,-0.064274109,0.0209792298,0.1081587836,-0.079736882,0.1897167445,-0.204584218,1,fac3,1
v000263,-0.053328887,-0.130979853,-0.074051373,-0.060114398,0.1950922248,0.308969413,-0.115498725,0.1345832753,-0.160964502,1,fac6,1
v000264,0.3631160558,0.0728969346,0.0178723693,0.0521563905,-0.043604478,0.007133,-0.043759358,0.0349989506,-0.120463145,1,fac1,1
v000265,-0.052946335,-0.177196285,-0.001762224,-0.228642919,0.2530244492,-0.045536759,0.0468831369,-0.003039344,-0.090871587,0,,
v000266,0.4062635694,-0.108507561,0.0143925449,-0.081891594,0.0375109474,0.3634551096,-0.076357078,-0.154983207,-0.022321548,1,fac1,1
v000267,0.4345098256,-0.138376279,-0.219074335,-0.007321642,0.1743271356,0.381564339,0.0344277679,-0.203560031,-0.155356949,1,fac1,1
v000268,0.1999262221,0.1147998928,0.4736020612,-0.052559114,0.0111486386,-0.087643848,-0.009692818,-0.03739866,-0.073383406,1,fac3,1
v000269,-0.148828987,-0.246359426,0.769427029,-0.100042451,0.0446267486,-0.112356702,-0.149770457,0.2136781328,-0.202559943,1,fac3,1
v000270,-0.298718056,-0.208316412,0.4791677195,-0.173805686,0.2742642239,0.0316691632,-0.218690722,0.2957189882,0.042044203,1,fac3,1
v000271,-0.356587602,-0.383043132,-0.026711709,-0.106393624,-0.291650527,-0.334381111,-0.485981943,0.7919068294,-0.000716245,1,fac8,1
v000272,-0.183805218,-0.244546679,1.2574966427,-0.119226757,-0.165455126,-0.322557992,0.6671986058,-0.449445268,0.1616638696,1,fac3,1
v000273,-0.154612898,-0.232757391,0.110970303,-0.136237468,0.1170905729,-0.00986427,-0.490928588,-0.063260063,-0.283497932,1,fac7,-1
v000274,0.1171444557,-0.026594061,-0.08156426,0.3009777643,0.1997049773,0.0882143598,0.171674442,0.2481124203,-0.024598795,1,fac4,1
v000275,0.2485350397,0.0293487411,-0.001737749,-0.028897647,0.0225541395,-0.088349968,-0.087424301,-0.002075167,-0.242830453,0,,
v000276,0.132243561,0.5388989491,-0.070577837,-0.128384857,-0.118421038,0.2897227177,0.0197981235,-0.123382935,0.0307958312,1,fac2,1
v000277,0.0221381565,0.0917637958,-0.205128606,0.3574197889,0.3694130605,-0.136878319,0.1862523651,0.2809415602,0.2695891258,1,fac5,1
v000278,-0.147346496,0.1835781578,0.1314483237,-0.118367397,0.3983595786,0.2331671969,-0.043701063,-0.054281825,0.0893210316,1,fac5,1
v000279,-0.10365463,0.2503975392,-0.137700885,0.1868230639,0.1734995748,-0.013351986,0.1295274594,0.0827317441,-0.184145569,0,,
v000280,0.1238355094,0.2731926928,0.0161897818,0.0223111997,-0.008302261,-0.010126339,0.0337808471,-0.016394986,-0.070903606,0,,
v000281,-0.084844452,0.1188952473,-0.064018676,0.1074157376,0.2621980254,0.0518549104,0.1413708302,0.218297608,-0.049699201,0,,
v000282,0.3976659725,-0.011107914,0.1372988769,0.0694385428,-0.207438663,0.1221551773,0.1976513413,0.2469171164,-0.066264879,1,fac1,1
v000283,0.0467016673,-0.07616903,0.0383607924,0.3021341968,0.0697378665,-0.080376386,-0.009531255,-0.023869777,0.0203771699,1,fac4,1
v000284,0.031909962,-0.116772942,0.1003580908,-0.107768066,0.4916454496,0.0315567842,-0.069542108,0.007347564,-0.269014349,1,fac5,1
v000285,0.2170682606,0.0581321043,-0.058156327,0.4467856853,-0.136041759,0.0360769222,0.0720348312,0.003095724,-0.015193168,1,fac4,1
v000286,-0.036189816,-0.128807621,0.5058672557,0.287401536,-0.469886159,-0.096916608,0.6391095779,-0.113433115,0.1325867788,1,fac7,1
v000287,0.148311584,0.1656393849,0.2191548049,0.2751484183,-0.261005197,-0.034881732,-0.092103671,0.0558241977,0.3180745589,1,fac9,1
v000288,-0.178440715,0.041847191,-0.033012619,0.1073362845,0.0906206416,-0.050752018,-0.022220483,0.4449742729,-0.004203057,1,fac8,1
v000289,0.3870070513,0.018672901,-0.086357005,-0.012619716,0.2406686446,-0.132345947,0.0174820993,-0.088013602,-0.012990669,1,fac1,1
v000290,-0.094663912,0.3213315235,0.0563130301,-0.110254435,0.1741627152,0.0121283414,-0.099695059,-0.315455221,-0.35807114,1,fac9,-1
v000291,0.1502836516,0.2287727189,-0.122790206,0.1609384901,0.01005528,-0.079562942,-0.036325839,0.0569730969,0.057236987,0,,
v000292,0.0236259257,-0.435840791,-0.034281493,0.5814685173,-0.276093525,-0.047263998,-0.249509186,-0.319905886,-0.258326772,1,fac4,1
v000293,-0.036168875,0.032682625,-0.16802189,-0.098063777,0.4048267222,0.1571641463,-0.022902028,0.3708711091,-0.273719128,1,fac5,1
v000294,-0.136161033,0.2656552999,0.1324706708,-0.007617099,0.0706051497,0.0480797878,-0.018856748,0.0044637345,0.0233411554,0,,
v000295,0.4009079269,0.0958844657,-0.001632462,-0.113334818,0.1178106431,-0.064391179,0.0162544546,-0.120491738,0.0012507617,1,fac1,1
v000296,0.0111969183,0.0287138396,-0.138788724,0.2107724434,0.364079563,0.0021208375,0.1137493706,0.0451377892,0.1426565886,1,fac5,1
v000297,0.1399826186,0.0428358977,0.1560174601,-0.144084729,0.0633528401,-0.002861094,-0.123040021,0.0819601709,-0.011661165,0,,
v000298,0.0069770815,-0.196939662,0.7497585729,-0.013887626,-0.043872541,-0.069031856,-0.172501849,0.1038176071,-0.138009534,1,fac3,1
v000299,0.214684819,0.0330639512,0.1508284572,0.1975691245,0.0476432009,0.0677694279,0.2230533175,0.3066743293,-0.045923324,1,fac8,1
v000300,-0.025638202,0.0183761822,0.2276449647,0.046205785,0.4189001318,0.206704528,0.0826163093,0.0151004026,0.0218483529,1,fac5,1
v000301,0.220228521,0.1725176287,0.0792665771,-0.233052413,0.0259563791,0.0087613002,-0.234700247,0.1676672562,-0.227248289,0,,
v000302,0.2036663154,-0.002139656,0.0684195833,0.0427557343,-0.04501969,0.133522204,0.0281881814,-0.168557477,-0.039542383,0,,
v000303,-0.232348345,-0.16162048,0.0160397965,-0.163568006,0.1206089478,0.1693020382,-0.435407649,0.0455564758,-0.379966521,1,fac7,-1
v000304,0.3274094681,0.0705808938,0.1383929393,0.0152749774,0.0309458782,0.1614073573,0.1596962413,0.1087812884,-0.038039185,1,fac1,1
v000305,0.1188133703,0.0571549938,-0.07477101,0.1459821045,0.3144957759,0.1340176877,0.1197118717,0.041744928,-0.001072356,1,fac5,1
v000306,0.2386763589,-0.156275175,-0.022424382,0.1570450383,0.0649475702,0.1776750682,0.1119293131,-0.073462831,-0.043458841,0,,
v000307,-0.055212399,-0.074430639,-0.042285761,0.5504676418,0.1148470321,-0.034067592,0.1379940767,0.0817757974,-0.364330407,1,fac4,1
v000308,0.0032991992,0.0897027372,-0.222582907,0.4700083602,0.0384410388,-0.047912928,0.0887066211,0.0512915894,-0.074219242,1,fac4,1
v000309,-0.16345229,-0.109312782,-0.184697858,0.273613769,0.1588142171,-0.181457598,-0.060263606,0.26555302,0.1390267212,0,,
v000310,-0.057975253,-0.106384743,-0.063857544,-0.053324744,0.4102540436,-0.091942237,0.0349749069,0.3191398906,-0.022151875,1,fac5,1
v000311,0.2407016105,0.0596732438,-0.008295573,0.2316396741,0.1026621857,-0.222560626,-0.172496966,0.1793908943,0.1195798867,0,,
v000312,0.055442025,0.1176331711,0.0416602443,-0.052263076,0.0027968593,0.0166487732,-0.120707004,0.1775274238,-0.146608765,0,,
v000313,0.0214511701,0.4333540499,0.0024890802,-0.082935323,0.0624951976,0.0488519686,0.0666496087,0.015483906,-0.015213453,1,fac2,1
v000314,0.0875014211,0.5289275209,0.0047567626,-0.056468903,0.0710559901,0.0190240975,0.118458083,-0.028607294,0.0037223917,1,fac2,1
v000315,0.1721169296,-0.093580155,-0.078465552,0.0460580621,0.32961313,0.0950999861,0.0382966274,-0.070210888,0.2419047928,1,fac5,1
v000316,-0.324800855,-0.035438858,-0.116187652,0.4948267427,0.0177375025,-0.04576631,-0.196586115,0.2546339316,-0.613978397,1,fac9,-1
v000317,-0.120693018,-0.105096168,-0.029434961,0.1358044108,0.4897332075,-0.031368623,-0.075234521,0.0264352659,-0.255210298,1,fac5,1
v000318,0.1583785401,-0.226496875,-0.043455657,-0.540963086,0.6355315628,-0.320246328,0.4317196065,-0.039587371,0.2088943841,1,fac5,1
v000319,-0.020951366,0.1138431441,-0.06878635,-0.035316378,0.1540607026,0.2203526694,0.2066774226,-0.057854422,-0.111337041,0,,
v000320,-0.14271505,0.0306616047,0.0601810687,-0.201275755,0.0218786323,-0.050633007,-0.218822616,0.1611233673,-0.078723343,0,,
v000321,0.187377925,-0.022911857,0.2383486638,-0.030571763,0.2113093718,-0.002742715,-0.043069009,-0.152526602,-0.008779543,0,,
v000322,0.2641870516,0.0859516643,-0.053345098,0.0557637215,0.3796454058,-0.003346214,0.0584361492,-0.057664382,-0.130229651,1,fac5,1
v000323,0.0592137515,0.1216059663,-0.0211583,0.4903899156,-0.255926891,-0.122625579,0.1030022445,-0.07205514,-0.021160062,1,fac4,1
v000324,-0.067440972,-0.069517631,-0.025759866,-0.008983065,0.2846403797,0.3074989095,-0.166378835,-0.107445995,-0.086965351,1,fac6,1
v000325,0.1456623196,0.140537008,0.0268804346,0.0130291954,0.0698744427,-0.158595173,-0.193431666,-0.007106179,-0.181439542,0,,
v000326,0.0495054618,0.1711159529,-0.10726207,0.3597374777,0.0131166964,0.0882801132,-0.012506,-0.233873051,-0.291285815,1,fac4,1
v000327,0.2300885525,0.080407741,-0.07979634,0.2463777015,0.084968676,0.1013706731,0.0449442012,0.0028510201,-0.230304524,0,,
v000328,0.0510393199,-0.051661062,0.2060546058,0.5911426787,-0.022024811,0.0631687587,0.0003542281,-0.180185853,0.1072006686,1,fac4,1
v000329,0.0899184068,0.5182843689,-0.109118512,-0.168113691,-0.057400585,-0.168140318,-0.396973041,0.0033864857,-0.089786171,1,fac2,1
v000330,0.250573439,0.4765323038,-0.069576284,-0.158084555,-0.068114231,-0.034138184,-0.1236321,-0.197187827,0.0467984405,1,fac2,1
v000331,0.1637738831,0.411233183,-0.118962026,-0.038509403,-0.027818649,-0.018148235,-0.202556032,-0.23338576,-0.073916907,1,fac2,1
v000332,-0.017935072,0.209271904,-0.093095528,-0.078855181,0.4079066345,0.2272817789,0.1308746971,0.0940716572,-0.089235251,1,fac5,1
v000333,0.0721150275,0.0360204584,0.0559828201,0.3109801731,0.0351990427,-0.099355823,0.059158758,0.0065316225,0.0611185635,1,fac4,1
v000334,0.1790358422,0.0410204461,-0.131163887,0.172945327,-0.080586971,0.0729380152,-0.127950857,0.0598828547,0.0130215301,0,,
v000335,0.0762546959,-0.09370092,0.1447123758,0.5107868302,-0.011744718,0.0308679316,0.0158811149,-0.05792841,0.1463518592,1,fac4,1
v000336,0.3878788767,0.0985882018,0.2033614106,0.1006399525,-0.013334288,0.0167360513,0.24331211,0.1564374548,0.0603196984,1,fac1,1
v000337,-0.061488053,0.0923129567,0.0464634759,0.109978333,0.3265133206,-0.040805053,-0.012642207,0.2459779129,0.001248149,1,fac5,1
v000338,0.3926958579,-0.110245422,0.0503784564,-0.092680443,-0.044410124,0.148537564,-0.36017064,-0.440043198,0.0034466298,1,fac8,-1
v000339,0.435733383,0.1778082614,0.1597481559,-0.133609878,0.0970106579,-0.069317255,0.0861119006,-0.274226399,0.0071428153,1,fac1,1
v000340,-0.138081478,-0.218722495,0.7424977602,-0.070164146,0.0728043662,-0.187013634,-0.09783445,0.2000477523,-0.053714465,1,fac3,1
v000341,0.0072144965,-0.064735597,0.1103708237,-0.092188737,0.3860607462,-0.010285484,-0.052548774,0.094972952,-0.038224083,1,fac5,1
v000342,0.4462505763,-0.160592933,-0.199289134,-0.006377189,0.069823744,0.3542052579,0.1060938465,0.0953758943,0.0038483282,1,fac1,1
v000343,-0.061800771,0.0088290334,-0.021389214,0.4220605503,0.0395026152,0.0189842721,-0.035054723,0.1467060121,-0.069475862,1,fac4,1
v000344,0.3981945483,-0.005014413,-0.17267705,-0.264409071,-0.006640631,-0.071496931,-0.065082591,-0.267119319,-0.407006156,1,fac9,-1
v000345,0.2071353731,-0.035437565,0.109929499,0.1105470172,-0.05035886,0.1878589172,-0.1143571,0.1154981299,0.0366972497,0,,
v000346,-0.060228995,0.000308191,0.0411076156,0.1204755838,0.1798761669,-0.151720241,-0.031063108,0.4217977441,-0.055153274,1,fac8,1
v000347,-0.100607907,0.0663795694,-0.023533273,0.1915394734,0.4576730684,-0.008028279,0.1558434084,0.1463818805,0.048665362,1,fac5,1
v000348,-0.119108022,-0.110641886,-0.094842958,0.7209529503,-0.070951775,-0.224541079,0.0957354928,-0.180980403,-0.199192811,1,fac4,1
v000349,-0.121635848,-0.008640081,0.666848768,-0.026794523,0.1418807586,-0.037048092,0.0238468014,0.0671930217,0.04338035,1,fac3,1
v000350,0.131694701,-0.124929185,0.0433758105,-0.06783833,0.4516650516,0.0542324553,-0.019928408,-0.117799079,-0.294078513,1,fac5,1
v000351,0.2392575008,-0.147308866,-0.072223433,0.0160901817,0.0084017854,0.2286537522,-0.103173679,0.054370699,-0.021616052,0,,
v000352,-0.035732704,-0.118493216,0.1114604436,0.4311332628,-0.11156471,-0.006189874,-0.332410923,-0.124753737,0.0259687919,1,fac4,1
v000353,0.2158915663,0.1819380009,0.0905614925,-0.027588757,-0.040359132,0.0044633119,-0.195295828,-0.045670452,-0.083129078,0,,
v000354,-0.078469127,-0.098106923,-0.028407254,-0.003424829,-0.096433605,-0.002444148,-0.529624912,0.0333885963,0.0413150614,1,fac7,-1
v000355,-0.285080273,-0.132473813,-0.124164461,0.0500303593,0.104746723,0.0782146198,-0.344229301,-0.035320123,-0.266352411,1,fac7,-1
v000356,0.2641197244,0.1079832122,0.0977038675,-0.038940412,0.0746913251,-0.038929887,-0.167190782,-0.091677225,-0.023901282,0,,
v000357,0.1034891662,0.129366126,0.2761465483,0.2808028962,-0.044441345,0.0021740295,0.0967175175,-0.02719472,0.0196766647,0,,
v000358,0.1488226344,0.2091395441,0.0419184758,0.1447530196,-0.082856159,-0.075966839,-0.025380508,0.0515117044,0.015497678,0,,
v000359,0.2477506502,0.4263989274,-0.077491267,0.0151969588,-0.107497846,-0.041783504,-0.013666523,-0.09194659,-0.00073153,1,fac2,1
v000360,0.3178235023,0.1368962875,-0.144457207,0.2402257259,-0.152489915,-0.071650712,0.0332971987,0.0471211101,0.0600879315,1,fac1,1
v000361,0.1725370885,0.1082318496,-0.004235762,0.0922481942,-0.03875065,-0.006596367,0.0243016379,-0.006164808,-0.018100161,0,,
v000362,0.0930693003,-0.01002049,0.0383442056,0.0141398757,0.2037704854,0.095169128,-0.190396567,-0.079688215,-0.202433256,0,,
v000363,-0.014956842,-0.044466775,0.0721059727,0.2633715769,0.0278086066,-0.095930981,-0.078018402,0.1179523901,0.0489943028,0,,
v000364,-0.03825292,0.0663692799,-0.24379056,0.751628489,-0.056682627,-0.250830017,0.1699028141,-0.110393865,0.1866981811,1,fac4,1
v000365,0.0194821859,-0.039640129,0.032840797,0.4315466441,-0.054202632,-0.310305447,0.0807810501,0.1316162721,-0.072043517,1,fac4,1
v000366,-0.039491637,-0.043064181,0.006648553,0.1698820791,0.0433770369,-0.053980931,-0.071733093,0.0356485515,-0.05697841,0,,
v000367,0.0086433583,0.0060039258,0.1051537522,0.2397991183,-0.086025393,-0.078131307,-0.041602197,0.0008419727,-0.007497775,0,,
v000368,-0.161686632,-0.29628649,-0.033028416,0.2680781315,-0.097738386,-0.171941327,-0.083930231,-0.266026823,-0.139524796,0,,
v000369,-0.066547771,0.0802519978,0.2531390148,-0.078835252,-0.081426801,0.1018232095,-0.283986546,0.0368943349,-0.166058054,0,,
v000370,0.0276387492,0.0966144476,0.0687310583,-0.136624551,0.0537572027,0.0815846615,-0.366505699,-0.066930641,-0.023843427,1,fac7,-1
v000371,0.3792695461,0.09678871,-0.061974904,-0.019706256,-0.04600087,-0.122475423,-0.008453754,-0.081811001,-0.047423988,1,fac1,1
v000372,-0.285762704,-0.121714425,-0.04220746,-0.36080906,0.1247334977,1.2172696863,-0.054355976,-0.342260119,0.1581906176,1,fac6,1
v000373,0.6089636619,-0.281772633,-0.241202419,-0.026191163,-0.007282147,0.4774194114,-0.032863332,-0.221652853,-0.021823579,1,fac1,1
v000374,-0.109175397,-0.131216887,-0.15698611,-0.314626775,-0.17576338,-0.149410528,0.5344116934,-0.095721374,-0.352697721,1,fac7,1
v000375,0.1331014045,-0.014722026,0.3333276639,-0.019706881,-0.011167008,-0.170537582,-0.073073939,0.0283817753,-0.191822099,1,fac3,1
v000376,-0.120684535,0.6583077886,-0.193645409,0.0484676922,0.062739287,0.0611284688,-0.025806298,0.1516893152,-0.054701377,1,fac2,1
v000377,0.5432140854,-0.207313888,-0.189616848,-0.072059524,0.0791246199,0.2601359236,0.0841582759,-0.089732107,-0.021579119,1,fac1,1
