Dependent	Source	DF	SS	MS	FValue	ProbF
fac3	Model	43	49974.4453	1162.1964	82.50	<.0001
fac3	Error	35737	503416.8711	14.0867	_	_
fac3	Corrected Total	35780	553391.3164	_	_	_
