Dependent	Source	DF	SS	MS	FValue	ProbF
fac4	Model	43	168597.0957	3920.8627	176.90	<.0001
fac4	Error	35737	792082.1625	22.1642	_	_
fac4	Corrected Total	35780	960679.2582	_	_	_
