<h>
Follow	VB	follow
Us	NP	U
<h>
Lebanon	NP	Lebanon
reviewing	VBG	review
Hezbollah-Israel	NP	Hezbollah-Israel
cease-fire	NN	cease-fire
agreement	NN	agreement
<p>
U.S.	NP	U.S.
special	JJ	special
envoy	NN	envoy
Amos	NP	Amos
Hochstein	NP	Hochstein
speaks	VBZ	speak
to	TO	to
the	DT	the
media	NNS	medium
after	IN	after
meeting	NN	meeting
with	IN	with
Lebanese	JJ	Lebanese
Parliament	NP	Parliament
Speaker	NP	Speaker
Nabih	NP	Nabih
Berri	NP	Berri
,	,	,
in	IN	in
Beirut	NP	Beirut
,	,	,
Nov.	NP	Nov.
19	CD	@card@
,	,	,
2024	CD	@card@
.	SENT	.
<p>
Share	NN	share
<p>
Lebanon	NP	Lebanon
reviewing	VBG	review
Hezbollah-Israel	NP	Hezbollah-Israel
cease-fire	NN	cease-fire
agreement	NN	agreement
<p>
share	NN	share
<p>
A	DT	a
U.S.	NP	U.S.
diplomat	NN	diplomat
arrived	VBD	arrive
Tuesday	NP	Tuesday
in	IN	in
Beirut	NP	Beirut
to	TO	to
meet	VB	meet
with	IN	with
Lebanese	JJ	Lebanese
officials	NNS	official
about	IN	about
a	DT	a
possible	JJ	possible
cease-fire	NN	cease-fire
agreement	NN	agreement
--	:	--
reportedly	RB	reportedly
approved	VBN	approve
by	IN	by
Hezbollah	NP	Hezbollah
--	:	--
that	WDT	that
would	MD	would
end	VB	end
fighting	VBG	fight
between	IN	between
Israel	NP	Israel
and	CC	and
the	DT	the
Iran-backed	JJ	Iran-backed
group	NN	group
.	SENT	.
<p>
Amos	NP	Amos
Hochstein	NP	Hochstein
was	VBD	be
meeting	VBG	meet
with	IN	with
Lebanon	NP	Lebanon
'	POS	'
s	NN	S
Parliament	NP	Parliament
Speaker	NP	Speaker
Nabih	NP	Nabih
Berri	NP	Berri
,	,	,
a	DT	a
Hezbollah	NP	Hezbollah
ally	NN	ally
who	WP	who
is	VBZ	be
mediating	VBG	mediate
for	IN	for
the	DT	the
militants	NNS	militant
.	SENT	.
<p>
Both	CC	both
the	DT	the
Lebanese	JJ	Lebanese
government	NN	government
and	CC	and
Hezbollah	NP	Hezbollah
have	VBP	have
agreed	VBN	agree
to	TO	to
a	DT	a
proposal	NN	proposal
that	WDT	that
was	VBD	be
submitted	VBN	submit
last	JJ	last
