lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
airdrop	44	172	150.68	6.56	2.38	182.24	183.32	POSKW
famine	101	1623	345.89	61.86	18.98	177.69	139.31	POSKW
delivery	78	2003	267.12	76.35	22.91	82.45	111.09	POSKW
convoy	45	768	154.11	29.27	8.95	74.9	136.15	POSKW
dehydration	21	129	71.92	4.92	1.65	70.75	174.4	POSKW
veto	42	708	143.84	26.99	8.26	70.72	136.81	POSKW
delegation	50	1006	171.23	38.34	11.62	70.57	126.82	POSKW
holy	38	589	130.14	22.45	6.9	69.03	141.15	POSKW
malnutrition	35	563	119.86	21.46	6.58	61.52	139.26	POSKW
fast	37	669	126.71	25.5	7.77	58.26	132.99	POSKW
aid	181	8727	619.86	332.63	98.05	56.79	60.31	POSKW
immediate	108	4227	369.86	161.11	47.72	56.73	78.63	POSKW
abstain	30	447	102.74	17.04	5.25	56.4	143.1	POSKW
ing	14	62	47.95	2.36	0.84	55.02	181.21	POSKW
ramadan	19	156	65.07	5.95	1.93	54.57	166.51	POSKW
trample	16	99	54.79	3.77	1.27	53.71	174.23	POSKW
assistance	70	2303	239.73	87.78	26.12	51.08	92.79	POSKW
humanitarian	186	9644	636.99	367.59	108.2	46.56	53.63	POSKW
muslim	57	1783	195.21	67.96	20.25	45.21	96.7	POSKW
truce	69	2421	236.3	92.28	27.41	44.93	87.66	POSKW
food	109	4770	373.29	181.81	53.7	44.36	68.99	POSKW
tion	11	53	37.67	2.02	0.7	41.64	179.64	POSKW
ministry	99	4290	339.04	163.52	48.31	41.27	69.85	POSKW
parachute	12	71	41.1	2.71	0.91	41.2	175.29	POSKW
truck	56	1865	191.78	71.09	21.14	40.02	91.83	POSKW
crisis	92	3985	315.07	151.89	44.88	38.39	69.89	POSKW
planned	29	622	99.32	23.71	7.17	38.16	122.92	POSKW
resolution	65	2435	222.6	92.81	27.52	37.35	82.3	POSKW
alternative	35	902	119.86	34.38	10.31	36.82	110.84	POSKW
imminent	31	730	106.16	27.82	8.38	36.57	116.94	POSKW
stampede	10	52	34.25	1.98	0.68	36.55	178.12	POSKW
demand	108	5085	369.86	193.82	57.16	36.26	62.46	POSKW
refuge	32	816	109.59	31.1	9.33	34.14	111.57	POSKW
barge	9	45	30.82	1.72	0.59	33.5	178.91	POSKW
minute-by-minute	15	183	51.37	6.98	2.18	33.09	152.18	POSKW
govt	10	66	34.25	2.52	0.84	32.46	172.63	POSKW
starvation	45	1499	154.11	57.14	17.0	32.14	91.81	POSKW
unconditional	27	635	92.47	24.2	7.29	31.9	117.02	POSKW
happening	20	360	68.49	13.72	4.18	31.63	133.24	POSKW
meal	24	533	82.19	20.32	6.13	30.35	120.73	POSKW
tally	46	1631	157.53	62.17	18.46	29.38	86.82	POSKW
six-week	22	468	75.34	17.84	5.39	29.22	123.43	POSKW
lifting	10	81	34.25	3.09	1.0	28.95	166.92	POSKW
draft	28	756	95.89	28.82	8.63	27.66	107.57	POSKW
presumed	11	114	37.67	4.35	1.38	27.25	158.63	POSKW
provision	24	604	82.19	23.02	6.91	26.05	112.48	POSKW
scramble	13	185	44.52	7.05	2.18	25.4	145.31	POSKW
drop	41	1482	140.41	56.49	16.76	25.26	85.25	POSKW
eat	22	540	75.34	20.58	6.19	24.65	114.17	POSKW
effort	113	6137	386.99	233.92	68.8	24.06	49.31	POSKW
steer	10	112	34.25	4.27	1.34	23.48	155.67	POSKW
abstention	12	173	41.1	6.59	2.04	23.2	144.69	POSKW
