lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
blockade	214	1719	262.58	66.85	59.39	252.56	118.83	POSKW
starve	118	936	144.79	36.4	32.38	141.32	119.64	POSKW
distribution	115	987	141.1	38.39	33.86	125.29	114.46	POSKW
starvation	126	1418	154.6	55.15	47.44	93.25	94.83	POSKW
food	277	4602	339.88	178.98	149.89	89.44	62.02	POSKW
exclusive	57	353	69.94	13.73	12.6	88.45	134.37	POSKW
lift	73	579	89.57	22.52	20.03	87.44	119.64	POSKW
distribute	92	907	112.88	35.27	30.69	83.34	104.77	POSKW
please	128	1554	157.06	60.44	51.67	83.19	88.85	POSKW
hunger	102	1092	125.15	42.47	36.68	81.75	98.66	POSKW
enter	227	3645	278.53	141.76	118.96	80.42	65.08	POSKW
famine	125	1599	153.37	62.19	52.97	73.75	84.61	POSKW
mee	55	415	67.48	16.14	14.44	69.71	122.8	POSKW
egregious	30	117	36.81	4.55	4.52	67.5	155.99	POSKW
summon	33	148	40.49	5.76	5.56	67.19	150.22	POSKW
impartiality	31	136	38.04	5.29	5.13	64.16	151.17	POSKW
unrivalled	51	394	62.58	15.32	13.67	62.96	121.32	POSKW
necessarily	52	419	63.8	16.3	14.47	61.15	118.62	POSKW
sanction	107	1393	131.29	54.17	46.08	61.02	83.16	POSKW
republish	53	439	65.03	17.07	15.12	60.31	116.82	POSKW
irish	62	588	76.07	22.87	19.97	59.29	107.55	POSKW
european	90	1085	110.43	42.2	36.1	59.23	89.41	POSKW
subscriber	43	306	52.76	11.9	10.72	58.07	126.38	POSKW
unpack	47	366	57.67	14.23	12.69	57.5	120.82	POSKW
partnership	56	504	68.71	19.6	17.2	57.43	111.22	POSKW
contractor	37	232	45.4	9.02	8.26	56.74	133.68	POSKW
principle	89	1127	109.2	43.83	37.36	53.53	85.44	POSKW
inadequate	32	188	39.26	7.31	6.76	52.14	137.21	POSKW
ocean	25	110	30.67	4.28	4.15	51.63	151.04	POSKW
kitchen	36	247	44.17	9.61	8.69	50.5	128.55	POSKW
supply	210	3862	257.67	150.2	125.1	49.6	52.7	POSKW
title	56	562	68.71	21.86	18.99	49.45	103.47	POSKW
concrete	56	564	68.71	21.93	19.05	49.2	103.21	POSKW
medicine	100	1402	122.7	54.52	46.14	48.98	76.94	POSKW
expanded	30	176	36.81	6.84	6.33	48.95	137.28	POSKW
government	438	9690	537.42	376.85	311.16	47.48	35.13	POSKW
pressure	221	4196	271.17	163.19	135.7	46.68	49.72	POSKW
new	338	7132	414.72	277.37	229.5	46.35	39.69	POSKW
insight	55	572	67.48	22.25	19.26	46.08	100.83	POSKW
malnutrition	53	545	65.03	21.2	18.37	45.16	101.67	POSKW
neutrality	33	232	40.49	9.02	8.14	45.14	127.11	POSKW
learn	117	1820	143.56	70.78	59.51	44.99	67.91	POSKW
trickle	34	249	41.72	9.68	8.69	44.53	124.64	POSKW
