lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
ghf	101	82	123.93	3.19	5.62	456.92	189.96	POSKW
distribution	201	901	246.63	35.04	33.86	409.39	150.24	POSKW
flotilla	77	92	94.48	3.58	5.19	309.14	185.4	POSKW
blockade	210	1723	257.67	67.01	59.39	241.7	117.45	POSKW
yacht	49	42	60.12	1.63	2.8	218.32	189.42	POSKW
boat	69	233	84.66	9.06	9.28	170.56	161.33	POSKW
israeli-backed	38	37	46.63	1.44	2.3	163.04	188.02	POSKW
activist	187	1952	229.45	75.91	65.71	155.79	100.56	POSKW
exclusive	75	335	92.02	13.03	12.6	153.16	150.39	POSKW
sail	51	141	62.58	5.48	5.9	141.76	167.77	POSKW
distribute	114	885	139.88	34.42	30.69	139.95	121.01	POSKW
shot	84	496	103.07	19.29	17.82	136.25	136.94	POSKW
swedish	41	82	50.31	3.19	3.78	134.12	176.15	POSKW
selfie	34	46	41.72	1.79	2.46	130.6	183.55	POSKW
site	231	3107	283.44	120.83	102.55	123.44	80.44	POSKW
subscriber	62	287	76.07	11.16	10.72	123.24	148.82	POSKW
cocktail	30	39	36.81	1.52	2.12	116.92	184.17	POSKW
shooting	75	478	92.02	18.59	16.99	113.23	132.78	POSKW
crowd	145	1629	177.91	63.35	54.5	107.62	94.97	POSKW
partnership	72	488	88.34	18.98	17.2	102.27	129.26	POSKW
siphon	26	33	31.9	1.28	1.81	102.2	184.53	POSKW
incident	187	2512	229.45	97.69	82.92	100.19	80.55	POSKW
please	134	1548	164.42	60.2	51.67	94.95	92.79	POSKW
dissatisfy	57	328	69.94	12.76	11.83	94.63	138.3	POSKW
voyage	27	47	33.13	1.83	2.27	93.89	179.08	POSKW
necessarily	63	408	77.3	15.87	14.47	93.64	131.88	POSKW
inaccuracy	57	342	69.94	13.3	12.26	91.11	136.08	POSKW
kneecap	29	64	35.58	2.49	2.86	90.57	173.85	POSKW
aid	442	8466	542.33	329.25	273.67	90.42	48.9	POSKW
intrusion	57	345	69.94	13.42	12.35	90.37	135.61	POSKW
gunfire	73	565	89.57	21.97	19.6	89.93	121.2	POSKW
passenger	41	167	50.31	6.49	6.39	89.52	154.26	POSKW
board	86	799	105.52	31.07	27.19	84.57	109.0	POSKW
title	69	549	84.66	21.35	18.99	82.34	119.44	POSKW
deport	60	424	73.62	16.49	14.87	81.63	126.8	POSKW
hub	50	301	61.35	11.71	10.78	79.67	135.91	POSKW
ms	58	412	71.17	16.02	14.44	78.48	126.49	POSKW
associated	54	358	66.26	13.92	12.66	78.43	130.54	POSKW
try	296	5276	363.19	205.19	171.18	77.47	55.6	POSKW
campaigner	37	169	45.4	6.57	6.33	74.3	149.41	POSKW
starve	91	963	111.66	37.45	32.38	74.25	99.53	POSKW
contractor	42	227	51.53	8.83	8.26	73.66	141.5	POSKW
food	263	4616	322.7	179.52	149.89	72.25	57.02	POSKW
crew	64	535	78.53	20.81	18.4	72.02	116.22	POSKW
us-backed	37	177	45.4	6.88	6.57	71.7	147.33	POSKW
proscribe	30	107	36.81	4.16	4.21	71.63	159.37	POSKW
shoot	126	1681	154.6	65.38	55.52	68.45	81.12	POSKW
nuclear	77	782	94.48	30.41	26.39	66.83	102.59	POSKW
