lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
dnc	76	41	98.96	1.59	3.39	389.25	193.67	POSKW
assassination	138	782	179.69	30.36	26.63	245.8	142.19	POSKW
credit	218	1996	283.85	77.48	64.1	237.19	114.23	POSKW
uncommitted	49	165	63.8	6.41	6.2	126.55	163.51	POSKW
democratic	135	1431	175.78	55.55	45.34	120.68	103.95	POSKW
commander	144	1672	187.5	64.91	52.57	112.16	97.14	POSKW
delegate	45	191	58.59	7.41	6.83	100.06	155.07	POSKW
iranian	129	1613	167.97	62.62	50.43	88.88	91.38	POSKW
cease-fire	146	2023	190.1	78.53	62.79	83.29	83.06	POSKW
photo	185	2943	240.89	114.25	90.56	78.4	71.32	POSKW
nomination	31	125	40.36	4.85	4.52	71.39	157.07	POSKW
polio	37	194	48.18	7.53	6.69	70.26	145.92	POSKW
brace	34	179	44.27	6.95	6.17	64.35	145.73	POSKW
convention	67	678	87.24	26.32	21.57	63.94	107.29	POSKW
vaccine	28	119	36.46	4.62	4.26	62.2	155.02	POSKW
proxy	74	852	96.35	33.07	26.81	58.41	97.78	POSKW
revenge	45	358	58.59	13.9	11.67	57.75	123.31	POSKW
vaccination	27	151	35.16	5.86	5.15	48.63	142.84	POSKW
regional	134	2289	174.48	88.86	70.15	47.5	65.03	POSKW
tension	135	2338	175.78	90.76	71.59	46.13	63.8	POSKW
democrat	50	521	65.1	20.23	16.53	45.8	105.19	POSKW
nominee	34	275	44.27	10.68	8.95	42.84	122.28	POSKW
ticket	27	175	35.16	6.79	5.85	42.67	135.22	POSKW
vice	39	356	50.78	13.82	11.44	42.59	114.43	POSKW
de-escalate	29	204	37.76	7.92	6.75	42.34	130.65	POSKW
embargo	36	324	46.88	12.58	10.42	40.01	115.38	POSKW
assassinate	41	409	53.39	15.88	13.03	39.9	108.31	POSKW
bridge	40	394	52.08	15.3	12.56	39.6	109.2	POSKW
killing	137	2570	178.39	99.77	78.37	37.1	56.53	POSKW
primary	62	846	80.73	32.84	26.29	36.44	84.33	POSKW
organizer	45	510	58.59	19.8	16.07	36.4	98.98	POSKW
carrier	35	339	45.57	13.16	10.83	35.43	110.37	POSKW
finalize	25	193	32.55	7.49	6.31	33.15	125.16	POSKW
presidential	68	1022	88.54	39.67	31.56	32.79	76.23	POSKW
three-phase	27	226	35.16	8.77	7.32	32.72	120.11	POSKW
gap	40	465	52.08	18.05	14.62	31.1	97.05	POSKW
