lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
blockade	176	1757	381.78	67.4	33.59	309.12	139.98	POSKW
two-month	45	213	97.61	8.17	4.48	133.38	169.1	POSKW
distribution	84	1018	182.21	39.05	19.15	122.65	129.4	POSKW
famine	106	1618	229.93	62.07	29.96	119.27	114.97	POSKW
chariot	23	27	49.89	1.04	0.87	118.37	191.86	POSKW
starvation	97	1447	210.41	55.51	26.83	112.28	116.5	POSKW
food	184	4695	399.13	180.11	84.79	88.77	75.62	POSKW
starve	68	986	147.51	37.83	18.32	81.45	118.36	POSKW
resume	93	1714	201.74	65.75	31.4	80.91	101.67	POSKW
aid	275	8633	596.53	331.19	154.8	77.31	57.2	POSKW
us-backed	28	186	60.74	7.14	3.72	67.41	157.95	POSKW
intensify	69	1215	149.67	46.61	22.31	64.17	105.01	POSKW
envoy	62	1045	134.49	40.09	19.24	61.29	108.15	POSKW
lift	44	608	95.44	23.32	11.33	55.75	121.45	POSKW
hunger	62	1132	134.49	43.43	20.75	54.7	102.37	POSKW
supply	140	3932	303.69	150.84	70.76	53.78	67.25	POSKW
shortage	57	1002	123.64	38.44	18.4	53.14	105.14	POSKW
exile	28	256	60.74	9.82	4.94	53.04	144.32	POSKW
sourced	17	75	36.88	2.88	1.6	52.36	171.05	POSKW
strive	29	285	62.91	10.93	5.46	51.64	140.77	POSKW
aim	124	3390	268.98	130.05	61.07	50.95	69.63	POSKW
authentic	17	80	36.88	3.07	1.69	50.55	169.27	POSKW
intensified	24	197	52.06	7.56	3.84	49.57	149.29	POSKW
displacement	76	1673	164.86	64.18	30.39	49.32	87.91	POSKW
entertainment	23	186	49.89	7.14	3.63	48.05	149.95	POSKW
offensive	155	4756	336.23	182.45	85.34	46.69	59.29	POSKW
enter	129	3743	279.83	143.59	67.29	45.5	64.35	POSKW
humanitarian	265	9565	574.84	366.94	170.82	45.29	44.15	POSKW
truck	78	1843	169.2	70.7	33.38	44.22	82.11	POSKW
ocean	18	117	39.05	4.49	2.35	43.97	158.76	POSKW
deepen	40	623	86.77	23.9	11.52	43.88	113.62	POSKW
worsen	44	742	95.44	28.47	13.66	43.47	108.11	POSKW
intolerable	20	154	43.38	5.91	3.02	43.36	152.06	POSKW
fiction	15	76	32.54	2.92	1.58	42.78	167.11	POSKW
population	153	4839	331.89	185.64	86.75	42.03	56.52	POSKW
malnutrition	37	561	80.26	21.52	10.39	41.98	115.42	POSKW
