lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
syndicate	91	504	111.66	19.6	18.28	156.26	140.27	POSKW
publisher	91	537	111.66	20.88	19.29	147.68	136.97	POSKW
accuracy	101	672	123.93	26.13	23.75	146.17	130.34	POSKW
disclaimer	98	656	120.25	25.51	23.16	140.97	129.99	POSKW
external	107	792	131.29	30.8	27.62	138.52	123.99	POSKW
provider	103	743	126.38	28.9	25.99	137.11	125.56	POSKW
shipping	72	363	88.34	14.12	13.36	133.8	144.89	POSKW
basis	131	1255	160.74	48.81	42.58	123.55	106.83	POSKW
edit	110	945	134.97	36.75	32.41	119.7	114.39	POSKW
application	106	966	130.06	37.57	32.93	106.94	110.35	POSKW
affiliate	102	927	125.15	36.05	31.61	103.28	110.54	POSKW
ship	109	1068	133.74	41.54	36.16	99.61	105.21	POSKW
rebel	75	547	92.02	21.27	19.11	98.67	124.89	POSKW
text	115	1178	141.1	45.81	39.72	98.55	101.96	POSKW
endorse	115	1225	141.1	47.64	41.17	92.89	99.04	POSKW
guarantee	118	1296	144.79	50.4	43.44	90.84	96.71	POSKW
entity	110	1194	134.97	46.44	40.06	86.28	97.61	POSKW
available	132	1639	161.96	63.74	54.41	82.35	87.03	POSKW
anti-ship	26	65	31.9	2.53	2.8	76.28	170.63	POSKW
iran-backed	87	909	106.75	35.35	30.6	72.38	100.49	POSKW
opinion	147	2105	180.37	81.87	69.19	68.75	75.13	POSKW
reliance	29	106	35.58	4.12	4.15	68.14	158.47	POSKW
allegation	109	1432	133.74	55.69	47.34	61.06	82.4	POSKW
militia	59	535	72.39	20.81	18.25	59.92	110.7	POSKW
israel-hamas	170	2825	208.59	109.87	92.01	54.86	62.0	POSKW
responsible	155	2524	190.18	98.16	82.3	52.89	63.83	POSKW
vulnerability	26	119	31.9	4.63	4.45	52.13	149.32	POSKW
website	139	2205	170.55	85.75	72.01	50.84	66.17	POSKW
yemeni	33	214	40.49	8.32	7.59	48.99	131.8	POSKW
iranian-backed	40	339	49.08	13.18	11.64	44.26	115.3	POSKW
vessel	54	572	66.26	22.25	19.23	44.0	99.46	POSKW
fourth	53	558	65.03	21.7	18.77	43.58	99.92	POSKW
read	179	3299	219.63	128.3	106.85	41.97	52.5	POSKW
third	146	2548	179.14	99.09	82.77	40.81	57.54	POSKW
bombardment	157	2808	192.64	109.21	91.09	40.64	55.28	POSKW
terminate	29	203	35.58	7.89	7.13	39.85	127.37	POSKW
warship	30	218	36.81	8.48	7.62	39.62	125.12	POSKW
funding	79	1109	96.93	43.13	36.5	38.59	76.83	POSKW
ruling	73	988	89.57	38.42	32.6	38.52	79.92	POSKW
article	149	2697	182.82	104.89	87.44	37.1	54.17	POSKW
content	144	2627	176.69	102.17	85.13	34.94	53.45	POSKW
provide	308	6843	377.91	266.13	219.69	32.64	34.71	POSKW
disease	59	782	72.39	30.41	25.84	32.48	81.67	POSKW
allege	68	996	83.44	38.74	32.69	30.22	73.18	POSKW
employee	61	852	74.85	33.13	28.05	30.12	77.26	POSKW
commercial	53	692	65.03	26.91	22.89	30.06	82.92	POSKW
african	43	504	52.76	19.6	16.81	29.72	91.65	POSKW
court	116	2089	142.33	81.24	67.74	29.37	54.65	POSKW
provisional	26	217	31.9	8.44	7.47	29.32	116.32	POSKW
two-third	34	348	41.72	13.53	11.74	29.17	102.02	POSKW
militant	298	6746	365.64	262.36	216.41	28.47	32.89	POSKW
focus	152	2986	186.5	116.13	96.41	28.25	46.51	POSKW
iraqi	25	209	30.67	8.13	7.19	28.13	116.21	POSKW
control	195	4073	239.26	158.4	131.12	28.01	40.67	POSKW
regional	123	2300	150.92	89.45	74.44	27.43	51.15	POSKW
cease-fire	112	2057	137.42	80.0	66.64	26.57	52.82	POSKW
donor	37	428	45.4	16.65	14.29	26.16	92.69	POSKW
policy	228	4998	279.75	194.38	160.55	25.94	36.01	POSKW
tension	123	2350	150.92	91.39	75.98	25.4	49.13	POSKW
view	180	3786	220.86	147.24	121.84	25.05	40.0	POSKW
launch	264	5992	323.93	233.03	192.2	24.85	32.64	POSKW
party	211	4627	258.9	179.95	148.63	23.96	35.98	POSKW
exploit	31	342	38.04	13.3	11.46	23.7	96.37	POSKW
convention	49	696	60.12	27.07	22.89	23.33	75.82	POSKW
million	67	1084	82.21	42.16	35.36	23.26	64.41	POSKW
full	178	3795	218.4	147.59	122.06	23.25	38.7	POSKW
accusation	70	1157	85.89	45.0	37.7	22.93	62.49	POSKW
genocide	205	4513	251.53	175.51	144.95	22.81	35.6	POSKW
hearing	51	745	62.58	28.97	24.45	22.8	73.41	POSKW
here	235	5347	288.34	207.95	171.49	21.81	32.4	POSKW
response	271	6324	332.52	245.95	202.61	21.59	29.93	POSKW
anticipate	27	290	33.13	11.28	9.74	21.53	98.41	POSKW
think	209	4669	256.44	181.58	149.86	21.5	34.18	POSKW
staffer	28	310	34.36	12.06	10.38	21.28	96.09	POSKW
rampage	35	441	42.94	17.15	14.62	21.25	85.84	POSKW
tech	26	279	31.9	10.85	9.37	20.76	98.48	POSKW
technology	50	773	61.35	30.06	25.28	19.53	68.45	POSKW
case	166	3629	203.68	141.13	116.59	19.15	36.28	POSKW
barrier	30	370	36.81	14.39	12.29	18.95	87.58	POSKW
benefit	51	808	62.58	31.42	26.39	18.72	66.28	POSKW
connect	51	812	62.58	31.58	26.51	18.48	65.84	POSKW
bloody	45	689	55.21	26.8	22.55	18.0	69.31	POSKW
indiscriminate	37	521	45.4	20.26	17.14	17.95	76.57	POSKW
conflict	384	9648	471.17	375.22	308.21	17.87	22.67	POSKW
islamist	59	1005	72.39	39.09	32.69	17.73	59.76	POSKW
wide	86	1646	105.52	64.01	53.21	17.64	48.97	POSKW
cargo	26	309	31.9	12.02	10.29	17.55	90.55	POSKW
patrol	25	293	30.67	11.4	9.77	17.28	91.66	POSKW
racial	25	294	30.67	11.43	9.8	17.18	91.39	POSKW
payment	27	332	33.13	12.91	11.03	17.15	87.82	POSKW
recommend	28	355	34.36	13.81	11.77	16.8	85.34	POSKW
differentiate	25	302	30.67	11.75	10.05	16.39	89.25	POSKW
way	282	6896	346.01	268.19	220.52	16.28	25.34	POSKW
such	253	6099	310.43	237.2	195.15	16.21	26.75	POSKW
stop	244	5863	299.39	228.02	187.62	16.0	27.06	POSKW
respond	164	3701	201.23	143.93	118.74	15.95	33.2	POSKW
soar	26	335	31.9	13.03	11.09	15.13	84.01	POSKW
top	165	3763	202.45	146.35	120.68	15.11	32.17	POSKW
trade	69	1299	84.66	50.52	42.03	15.02	50.51	POSKW
about	246	5987	301.84	232.84	191.49	14.72	25.81	POSKW
contract	28	380	34.36	14.78	12.53	14.69	79.69	POSKW
stock	30	421	36.81	16.37	13.86	14.67	76.85	POSKW
maritime	27	361	33.13	14.04	11.92	14.6	80.94	POSKW
fighting	130	2860	159.51	111.23	91.86	14.51	35.67	POSKW
terror	137	3052	168.1	118.69	97.97	14.31	34.45	POSKW
fund	92	1894	112.88	73.66	61.01	14.1	42.05	POSKW
long	204	4868	250.31	189.32	155.82	14.03	27.74	POSKW
tunnel	78	1549	95.71	60.24	49.99	13.89	45.48	POSKW
measure	102	2162	125.15	84.08	69.56	13.69	39.26	POSKW
spot	26	356	31.9	13.85	11.74	13.39	78.94	POSKW
deter	29	418	35.58	16.26	13.73	13.37	74.56	POSKW
as	409	10683	501.84	415.47	340.77	13.26	18.83	POSKW
like	72	1423	88.34	55.34	45.93	13.07	45.94	POSKW
dollar	45	779	55.21	30.3	25.32	12.89	58.28	POSKW
drone	100	2140	122.7	83.23	68.82	12.83	38.34	POSKW
most	344	8882	422.09	345.43	283.44	12.51	19.98	POSKW
group	484	12966	593.87	504.26	413.21	11.87	16.32	POSKW
vow	96	2070	117.79	80.5	66.54	11.87	37.61	POSKW
spend	70	1408	85.89	54.76	45.41	11.83	44.27	POSKW
vital	56	1064	68.71	41.38	34.41	11.8	49.65	POSKW
traffic	27	399	33.13	15.52	13.09	11.75	72.41	POSKW
play	114	2548	139.88	99.09	81.78	11.7	34.13	POSKW
deputy	53	998	65.03	38.81	32.29	11.53	50.49	POSKW
link	88	1875	107.98	72.92	60.31	11.53	38.76	POSKW
coalition	71	1443	87.12	56.12	46.51	11.49	43.28	POSKW
intent	36	602	44.17	23.41	19.6	11.41	61.43	POSKW
disrupt	46	834	56.44	32.43	27.04	11.39	54.02	POSKW
bombing	105	2323	128.83	90.34	74.59	11.38	35.12	POSKW
progressive	37	626	45.4	24.35	20.37	11.34	60.37	POSKW
fair	34	559	41.72	21.74	18.22	11.3	62.96	POSKW
bind	29	449	35.58	17.46	14.69	11.28	68.32	POSKW
attack	612	16769	750.92	652.16	533.98	11.24	14.08	POSKW
lot	76	1579	93.25	61.41	50.85	11.18	41.18	POSKW
contribution	34	562	41.72	21.86	18.31	11.14	62.48	POSKW
terrorist	252	6376	309.2	247.97	203.63	11.04	21.98	POSKW
product	38	656	46.63	25.51	21.32	10.98	58.54	POSKW
quick	25	372	30.67	14.47	12.2	10.71	71.81	POSKW
high	137	3207	168.1	124.72	102.74	10.7	29.63	POSKW
ignite	29	459	35.58	17.85	14.99	10.67	66.37	POSKW
relentless	49	925	60.12	35.97	29.92	10.57	50.26	POSKW
suspend	67	1370	82.21	53.28	44.15	10.57	42.7	POSKW
south	123	2838	150.92	110.37	90.97	10.51	31.04	POSKW
hamas	553	15122	678.53	588.11	481.57	10.44	14.28	POSKW
industry	35	598	42.94	23.26	19.45	10.43	59.48	POSKW
body	201	4994	246.63	194.22	159.6	10.26	23.77	POSKW
region	223	5620	273.62	218.57	179.51	10.11	22.37	POSKW
express	182	4478	223.31	174.15	143.17	10.03	24.74	POSKW
spread	72	1522	88.34	59.19	48.97	9.79	39.52	POSKW
tool	40	733	49.08	28.51	23.75	9.56	53.03	POSKW
contribute	66	1382	80.98	53.75	44.49	9.38	40.43	POSKW
argument	29	483	35.58	18.78	15.73	9.3	61.8	POSKW
responsibility	98	2227	120.25	86.61	71.43	9.16	32.52	POSKW
suspension	29	487	35.58	18.94	15.85	9.08	61.05	POSKW
apartheid	47	923	57.67	35.9	29.8	8.75	46.54	POSKW
