lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
provisional	52	191	135.06	7.31	3.53	193.46	179.47	POSKW
convention	81	664	210.39	25.4	10.81	192.79	156.91	POSKW
african	56	491	145.45	18.78	7.94	127.1	154.26	POSKW
genocidal	75	1111	194.81	42.5	17.21	108.11	128.37	POSKW
court	103	2102	267.53	80.4	32.0	101.15	107.56	POSKW
shipping	44	391	114.29	14.96	6.31	98.9	153.71	POSKW
ruling	64	997	166.23	38.14	15.4	87.44	125.36	POSKW
allegation	77	1464	200.0	56.0	22.36	83.11	112.5	POSKW
verdict	22	80	57.14	3.06	1.48	82.21	179.67	POSKW
case	133	3662	345.45	140.08	55.08	80.3	84.6	POSKW
genocide	154	4564	400.0	174.58	68.47	80.17	78.47	POSKW
intent	43	595	111.69	22.76	9.26	66.42	132.29	POSKW
hearing	48	748	124.68	28.61	11.55	65.56	125.34	POSKW
measure	88	2176	228.57	83.23	32.86	64.48	93.22	POSKW
lane	21	125	54.55	4.78	2.12	61.16	167.76	POSKW
ethnical	15	51	38.96	1.95	0.96	57.73	180.93	POSKW
judge	50	925	129.87	35.38	14.15	55.88	114.36	POSKW
suspend	61	1376	158.44	52.63	20.86	51.8	100.26	POSKW
proceeding	30	375	77.92	14.34	5.88	51.05	137.81	POSKW
distorted	13	48	33.77	1.84	0.89	48.25	179.37	POSKW
ship	52	1125	135.06	43.03	17.08	47.0	103.35	POSKW
south	94	2867	244.16	109.67	42.97	46.0	76.02	POSKW
argument	32	480	83.12	18.36	7.43	45.53	127.63	POSKW
ministry	124	4265	322.08	163.14	63.7	45.44	65.51	POSKW
iran-backed	46	950	119.48	36.34	14.45	44.43	106.72	POSKW
bodily	12	46	31.17	1.76	0.84	43.79	178.63	POSKW
vessel	35	591	90.91	22.61	9.09	43.68	120.34	POSKW
incitement	24	292	62.34	11.17	4.59	41.85	139.22	POSKW
racial	24	295	62.34	11.28	4.63	41.47	138.69	POSKW
rebel	34	588	88.31	22.49	9.03	41.26	118.81	POSKW
accusation	50	1177	129.87	45.02	17.81	39.72	97.03	POSKW
prevent	104	3534	270.13	135.18	52.8	39.34	66.59	POSKW
prevention	17	153	44.16	5.85	2.47	37.86	153.19	POSKW
rule	88	2845	228.57	108.82	42.57	37.67	70.98	POSKW
plausible	18	176	46.75	6.73	2.82	37.66	149.65	POSKW
irreparable	12	63	31.17	2.41	1.09	37.48	171.29	POSKW
merchant	16	135	41.56	5.16	2.19	37.32	155.79	POSKW
act	125	4632	324.68	177.18	69.04	37.16	58.78	POSKW
commit	109	3930	283.12	150.33	58.62	35.1	61.27	POSKW
omission	12	71	31.17	2.72	1.2	35.07	167.94	POSKW
order	136	5302	353.25	202.81	78.92	34.48	54.11	POSKW
self-defence	21	280	54.55	10.71	4.37	33.63	134.35	POSKW
bombardment	85	2880	220.78	110.16	43.03	32.39	66.85	POSKW
spillover	12	83	31.17	3.17	1.38	31.94	163.02	POSKW
fourth	30	581	77.92	22.22	8.87	31.61	111.23	POSKW
merit	13	105	33.77	4.02	1.71	31.26	157.48	POSKW
relentless	39	935	101.3	35.76	14.14	30.08	95.63	POSKW
milestone	17	207	44.16	7.92	3.25	29.62	139.18	POSKW
baseless	16	185	41.56	7.08	2.92	29.18	141.8	POSKW
cent	36	841	93.51	32.17	12.73	28.95	97.61	POSKW
punish	30	621	77.92	23.75	9.45	28.89	106.55	POSKW
legal	64	2044	166.23	78.19	30.59	28.2	72.05	POSKW
destruction	86	3099	223.38	118.54	46.22	27.74	61.32	POSKW
conflict	212	9820	550.65	375.63	145.59	26.96	37.79	POSKW
bulletin	16	206	41.56	7.88	3.22	26.49	136.25	POSKW
offensive	117	4794	303.9	183.38	71.27	24.96	49.47	POSKW
calculate	14	167	36.36	6.39	2.63	24.85	140.23	POSKW
trade	45	1323	116.88	50.61	19.85	23.82	79.14	POSKW
enforce	28	633	72.73	24.21	9.59	23.7	100.09	POSKW
bind	23	455	59.74	17.4	6.94	23.56	109.76	POSKW
hypocrisy	16	234	41.56	8.95	3.63	23.37	129.12	POSKW
commercial	30	715	77.92	27.35	10.81	23.36	96.08	POSKW
punishment	30	719	77.92	27.5	10.87	23.15	95.65	POSKW
charge	64	2237	166.23	85.57	33.39	22.47	64.07	POSKW
global	83	3209	215.58	122.75	47.78	21.62	54.88	POSKW
risk	92	3692	238.96	141.22	54.92	21.14	51.42	POSKW
reject	77	2931	200.0	112.11	43.66	21.08	56.32	POSKW
woman	145	6538	376.62	250.09	96.99	20.95	40.38	POSKW
disease	31	810	80.52	30.98	12.21	20.63	88.85	POSKW
funding	39	1149	101.3	43.95	17.24	20.56	78.97	POSKW
battle	49	1603	127.27	61.32	23.98	20.39	69.95	POSKW
holocaust	36	1039	93.51	39.74	15.6	19.8	80.7	POSKW
minute-by-minute	13	185	33.77	7.08	2.87	19.53	130.7	POSKW
judgment	14	215	36.36	8.22	3.32	19.43	126.22	POSKW
decision	97	4056	251.95	155.15	60.27	19.19	47.56	POSKW
provision	25	603	64.94	23.07	9.11	19.09	95.16	POSKW
halt	65	2422	168.83	92.64	36.09	19.0	58.27	POSKW
killing	69	2638	179.22	100.91	39.29	18.63	55.91	POSKW
displace	115	5062	298.7	193.63	75.13	18.48	42.68	POSKW
fighting	74	2916	192.21	111.54	43.39	18.1	53.11	POSKW
agency	108	4718	280.52	180.47	70.04	17.93	43.41	POSKW
rage	31	877	80.52	33.55	13.18	17.75	82.36	POSKW
interim	20	439	51.95	16.79	6.66	17.7	102.29	POSKW
warship	14	234	36.36	8.95	3.6	17.68	120.99	POSKW
southern	155	7338	402.6	280.69	108.75	17.65	35.68	POSKW
function	27	716	70.13	27.39	10.78	17.49	87.66	POSKW
health	137	6346	355.84	242.74	94.09	17.42	37.79	POSKW
vow	57	2109	148.05	80.67	31.44	17.02	58.92	POSKW
effective	28	770	72.73	29.45	11.58	16.95	84.7	POSKW
militia	23	571	59.74	21.84	8.62	16.74	92.91	POSKW
nation	83	3459	215.58	132.31	51.4	16.63	47.87	POSKW
submission	12	186	31.17	7.11	2.87	16.49	125.66	POSKW
country	198	9945	514.29	380.41	147.21	16.06	29.93	POSKW
lawyer	29	835	75.32	31.94	12.54	16.03	80.89	POSKW
enclave	85	3623	220.78	138.58	53.81	15.6	45.74	POSKW
binding	12	196	31.17	7.5	3.02	15.56	122.44	POSKW
influence	37	1207	96.1	46.17	18.05	15.5	70.2	POSKW
dismiss	31	939	80.52	35.92	14.08	15.4	76.61	POSKW
population	108	4884	280.52	186.82	72.45	15.39	40.1	POSKW
donor	19	446	49.35	17.06	6.75	15.16	97.25	POSKW
medicine	42	1460	109.09	55.85	21.8	14.96	64.56	POSKW
stop	127	5980	329.87	228.74	88.63	14.87	36.21	POSKW
relation	47	1708	122.08	65.33	25.47	14.8	60.56	POSKW
harm	49	1807	127.27	69.12	26.94	14.78	59.22	POSKW
present	64	2573	166.23	98.42	38.27	14.61	51.25	POSKW
destroy	108	4944	280.52	189.11	73.32	14.54	38.93	POSKW
outrageous	15	310	38.96	11.86	4.72	14.48	106.67	POSKW
ignore	35	1151	90.91	44.03	17.21	14.38	69.49	POSKW
file	36	1203	93.51	46.02	17.98	14.21	68.08	POSKW
deputy	32	1019	83.12	38.98	15.25	14.2	72.3	POSKW
jurisdiction	16	354	41.56	13.54	5.37	13.99	101.7	POSKW
top	87	3841	225.97	146.92	57.01	13.8	42.4	POSKW
necessary	45	1656	116.88	63.34	24.69	13.66	59.41	POSKW
request	60	2414	155.84	92.34	35.91	13.66	51.18	POSKW
appeal	34	1130	88.31	43.22	16.89	13.61	68.56	POSKW
port	22	599	57.14	22.91	9.01	13.57	85.52	POSKW
immediate	94	4241	244.16	162.22	62.91	13.54	40.32	POSKW
application	32	1040	83.12	39.78	15.56	13.53	70.52	POSKW
substantial	16	362	41.56	13.85	5.49	13.52	100.03	POSKW
