lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
anniversary	172	501	211.04	19.48	20.68	464.31	166.19	POSKW
one-year	54	72	66.26	2.8	3.87	208.54	183.78	POSKW
year	580	10007	711.66	389.18	325.26	167.85	58.59	POSKW
missile	209	2566	256.44	99.79	85.25	133.11	87.95	POSKW
credit	171	2043	209.82	79.45	68.02	114.34	90.13	POSKW
ballistic	70	429	85.89	16.68	15.33	109.7	134.94	POSKW
vigil	46	206	56.44	8.01	7.74	93.76	150.28	POSKW
proxy	92	834	112.88	32.43	28.45	93.47	110.72	POSKW
jewish	268	4426	328.83	172.13	144.21	87.99	62.56	POSKW
lebanese	126	1496	154.6	58.18	49.83	85.18	90.63	POSKW
mark	176	2508	215.95	97.54	82.46	83.2	75.55	POSKW
sinwar	31	93	38.04	3.62	3.81	82.28	165.27	POSKW
memorial	44	247	53.99	9.61	8.94	74.67	139.58	POSKW
massacre	149	2086	182.82	81.13	68.66	73.21	77.06	POSKW
past	246	4214	301.84	163.89	137.02	72.73	59.24	POSKW
iranian	125	1617	153.37	62.89	53.52	72.18	83.68	POSKW
mastermind	42	269	51.53	10.46	9.55	63.11	132.5	POSKW
commemorate	38	229	46.63	8.91	8.2	60.49	135.85	POSKW
commemoration	27	118	33.13	4.59	4.45	56.04	151.33	POSKW
year-long	25	99	30.67	3.85	3.81	55.66	155.39	POSKW
assassination	75	845	92.02	32.86	28.26	55.4	94.74	POSKW
barrage	56	525	68.71	20.42	17.85	54.4	108.37	POSKW
suburb	57	556	69.94	21.62	18.83	52.42	105.54	POSKW
ago	169	2862	207.36	111.31	93.12	51.67	60.29	POSKW
leader	376	7988	461.35	310.66	256.96	49.94	39.04	POSKW
terrorist	309	6319	379.14	245.75	203.63	48.73	42.69	POSKW
photo	168	2960	206.13	115.12	96.1	45.6	56.66	POSKW
opportunity	105	1571	128.83	61.1	51.49	44.4	71.33	POSKW
architect	26	147	31.9	5.72	5.31	43.85	139.21	POSKW
rocket	150	2584	184.05	100.49	83.99	43.61	58.73	POSKW
event	190	3539	233.13	137.63	114.56	42.95	51.51	POSKW
terror	166	3023	203.68	117.57	97.97	40.52	53.61	POSKW
moment	142	2494	174.23	96.99	80.98	38.92	56.96	POSKW
rally	100	1608	122.7	62.54	52.47	35.3	64.96	POSKW
personal	99	1589	121.47	61.8	51.86	35.11	65.12	POSKW
blow	69	953	84.66	37.06	31.4	34.9	78.21	POSKW
hatred	50	602	61.35	23.41	20.03	32.98	89.52	POSKW
unit	81	1233	99.39	47.95	40.37	32.86	69.82	POSKW
synagogue	32	291	39.26	11.32	9.92	32.38	110.5	POSKW
strength	51	638	62.58	24.81	21.17	31.38	86.43	POSKW
invasion	112	1969	137.42	76.58	63.93	30.61	56.87	POSKW
organize	52	666	63.8	25.9	22.06	30.61	84.5	POSKW
embargo	33	327	40.49	12.72	11.06	29.68	104.4	POSKW
