article_id	group	country_code	filepath
102151649	global_north_2023_09	au	corpus/02_now_organised/global_north_2023_09/au/102151649.txt
101440208	global_north_2023_09	ca	corpus/02_now_organised/global_north_2023_09/ca/101440208.txt
101598939	global_north_2023_09	ca	corpus/02_now_organised/global_north_2023_09/ca/101598939.txt
101651890	global_north_2023_09	ca	corpus/02_now_organised/global_north_2023_09/ca/101651890.txt
101993957	global_north_2023_09	ca	corpus/02_now_organised/global_north_2023_09/ca/101993957.txt
101994421	global_north_2023_09	ca	corpus/02_now_organised/global_north_2023_09/ca/101994421.txt
102045425	global_north_2023_09	ca	corpus/02_now_organised/global_north_2023_09/ca/102045425.txt
102046139	global_north_2023_09	ca	corpus/02_now_organised/global_north_2023_09/ca/102046139.txt
102046144	global_north_2023_09	ca	corpus/02_now_organised/global_north_2023_09/ca/102046144.txt
102046181	global_north_2023_09	ca	corpus/02_now_organised/global_north_2023_09/ca/102046181.txt
102070841	global_north_2023_09	ca	corpus/02_now_organised/global_north_2023_09/ca/102070841.txt
102158043	global_north_2023_09	ca	corpus/02_now_organised/global_north_2023_09/ca/102158043.txt
101631126	global_north_2023_09	gb	corpus/02_now_organised/global_north_2023_09/gb/101631126.txt
101898311	global_north_2023_09	gb	corpus/02_now_organised/global_north_2023_09/gb/101898311.txt
101915614	global_north_2023_09	gb	corpus/02_now_organised/global_north_2023_09/gb/101915614.txt
102049461	global_north_2023_09	gb	corpus/02_now_organised/global_north_2023_09/gb/102049461.txt
102049549	global_north_2023_09	gb	corpus/02_now_organised/global_north_2023_09/gb/102049549.txt
102161233	global_north_2023_09	gb	corpus/02_now_organised/global_north_2023_09/gb/102161233.txt
102191803	global_north_2023_09	gb	corpus/02_now_organised/global_north_2023_09/gb/102191803.txt
101549943	global_north_2023_09	ie	corpus/02_now_organised/global_north_2023_09/ie/101549943.txt
101532946	global_north_2023_09	nz	corpus/02_now_organised/global_north_2023_09/nz/101532946.txt
101558247	global_north_2023_09	nz	corpus/02_now_organised/global_north_2023_09/nz/101558247.txt
101715712	global_north_2023_09	nz	corpus/02_now_organised/global_north_2023_09/nz/101715712.txt
101769352	global_north_2023_09	nz	corpus/02_now_organised/global_north_2023_09/nz/101769352.txt
102171439	global_north_2023_09	nz	corpus/02_now_organised/global_north_2023_09/nz/102171439.txt
101590896	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101590896.txt
101617847	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101617847.txt
101644579	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101644579.txt
101644677	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101644677.txt
101668642	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101668642.txt
101692428	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101692428.txt
101717214	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101717214.txt
101772375	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101772375.txt
101799880	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101799880.txt
101825552	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101825552.txt
101873294	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101873294.txt
101909916	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101909916.txt
101954885	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101954885.txt
101956800	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101956800.txt
101957518	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101957518.txt
101982880	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101982880.txt
101985166	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101985166.txt
101993638	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/101993638.txt
102063206	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/102063206.txt
102063754	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/102063754.txt
102064647	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/102064647.txt
102113632	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/102113632.txt
102123433	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/102123433.txt
102146296	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/102146296.txt
102146835	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/102146835.txt
102147517	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/102147517.txt
102148048	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/102148048.txt
102202873	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/102202873.txt
102229800	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/102229800.txt
91447072	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91447072.txt
91467151	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91467151.txt
91468307	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91468307.txt
91485765	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91485765.txt
91499242	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91499242.txt
91503291	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91503291.txt
91511202	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91511202.txt
91511857	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91511857.txt
91516763	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91516763.txt
91519095	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91519095.txt
91519610	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91519610.txt
91525292	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91525292.txt
91531768	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91531768.txt
91538831	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91538831.txt
91539278	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91539278.txt
91542912	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91542912.txt
91544005	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91544005.txt
91546029	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91546029.txt
91547305	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91547305.txt
91552297	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91552297.txt
91561355	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91561355.txt
91561378	global_north_2023_09	us	corpus/02_now_organised/global_north_2023_09/us/91561378.txt
102406622	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102406622.txt
102406624	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102406624.txt
102406975	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102406975.txt
102406979	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102406979.txt
102407371	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102407371.txt
102407372	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102407372.txt
102431588	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102431588.txt
102431594	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102431594.txt
102431599	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102431599.txt
102431602	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102431602.txt
102431616	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102431616.txt
102431617	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102431617.txt
102431642	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102431642.txt
102431646	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102431646.txt
102431650	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102431650.txt
102431651	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102431651.txt
102431652	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102431652.txt
102432372	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102432372.txt
102455559	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102455559.txt
102455561	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102455561.txt
102455563	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102455563.txt
102455565	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102455565.txt
102455566	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102455566.txt
102455569	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102455569.txt
102455592	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102455592.txt
102455607	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102455607.txt
102455608	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102455608.txt
102455609	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102455609.txt
102455615	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102455615.txt
102455628	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102455628.txt
102455775	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102455775.txt
102456211	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456211.txt
102456212	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456212.txt
102456337	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456337.txt
102456338	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456338.txt
102456341	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456341.txt
102456347	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456347.txt
102456353	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456353.txt
102456355	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456355.txt
102456372	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456372.txt
102456374	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456374.txt
102456420	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456420.txt
102456473	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456473.txt
102456475	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456475.txt
102456479	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456479.txt
102456483	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456483.txt
102456529	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102456529.txt
102457543	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102457543.txt
102457647	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102457647.txt
102458716	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102458716.txt
102481860	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102481860.txt
102481861	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102481861.txt
102481864	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102481864.txt
102481872	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102481872.txt
102481873	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102481873.txt
102481876	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102481876.txt
102481878	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102481878.txt
102481928	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102481928.txt
102481931	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102481931.txt
102482025	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102482025.txt
102482283	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102482283.txt
102482470	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102482470.txt
102482471	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102482471.txt
102482472	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102482472.txt
102482490	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102482490.txt
102482821	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102482821.txt
102482866	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102482866.txt
102482867	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102482867.txt
102483322	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102483322.txt
102483943	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102483943.txt
102483944	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102483944.txt
102514273	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102514273.txt
102514549	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102514549.txt
102515227	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102515227.txt
102515240	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102515240.txt
102515242	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102515242.txt
102515260	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102515260.txt
102515287	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102515287.txt
102515323	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102515323.txt
102515392	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102515392.txt
102515394	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102515394.txt
102515402	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102515402.txt
102515406	global_north_2023_10	au	corpus/02_now_organised/global_north_2023_10/au/102515406.txt
